X,Y,Z,ScaledValHard
61.0,116.0,16.0,0.8287578225135803
61.0,121.0,16.0,0.801576554775238
61.0,126.0,16.0,0.8124490976333618
66.0,1.0,16.0,0.1342756301164627
66.0,6.0,16.0,0.06931231170892715
66.0,11.0,16.0,0.1312856823205948
66.0,16.0,16.0,0.21473225951194763
66.0,21.0,16.0,0.40472957491874695
66.0,26.0,16.0,0.7689589858055115
66.0,31.0,16.0,0.06306061893701553
66.0,36.0,16.0,0.1451481580734253
66.0,41.0,16.0,0.24599076807498932
66.0,46.0,16.0,0.3367763161659241
66.0,51.0,16.0,0.5039412975311279
66.0,56.0,16.0,0.39603152871131897
66.0,61.0,16.0,0.07909758388996124
66.0,66.0,16.0,0.7825496196746826
66.0,71.0,16.0,0.7689589858055115
66.0,76.0,16.0,0.09214460849761963
66.0,81.0,16.0,0.051644474267959595
66.0,86.0,16.0,0.08589291572570801
66.0,91.0,16.0,0.7988583445549011
66.0,96.0,16.0,0.11905409395694733
66.0,101.0,16.0,0.11769502609968185
66.0,106.0,16.0,0.057352542877197266
66.0,111.0,16.0,0.1321011185646057
66.0,116.0,16.0,0.1407991349697113
66.0,121.0,16.0,0.08698016405105591
66.0,126.0,16.0,0.8396303653717041
71.0,1.0,16.0,0.14351727068424225
71.0,6.0,16.0,0.10954064130783081
71.0,11.0,16.0,0.12639304995536804
71.0,16.0,16.0,0.08263115584850311
71.0,21.0,16.0,0.19108453392982483
71.0,26.0,16.0,0.7363414764404297
71.0,31.0,16.0,0.7825496196746826
71.0,36.0,16.0,0.08806741237640381
71.0,41.0,16.0,0.1291111707687378
71.0,46.0,16.0,0.12340310961008072
71.0,51.0,16.0,0.14215821027755737
71.0,56.0,16.0,0.17613480985164642
71.0,61.0,16.0,0.169883131980896
71.0,66.0,16.0,0.8736069798469543
71.0,71.0,16.0,0.8151671886444092
71.0,76.0,16.0,0.13509106636047363
71.0,81.0,16.0,0.0989399403333664
71.0,86.0,16.0,0.2764338254928589
71.0,91.0,16.0,0.7743952870368958
71.0,96.0,16.0,0.2848600149154663
71.0,101.0,16.0,0.17776569724082947
71.0,106.0,16.0,0.20630605518817902
71.0,111.0,16.0,0.14813809096813202
71.0,116.0,16.0,0.17477576434612274
71.0,121.0,16.0,0.09078554064035416
71.0,126.0,16.0,0.058439791202545166
76.0,1.0,16.0,0.05001359060406685
76.0,6.0,16.0,0.12748029828071594
76.0,11.0,16.0,0.1622723639011383
76.0,16.0,16.0,0.22777928411960602
76.0,21.0,16.0,0.20630605518817902
76.0,26.0,16.0,0.03452024981379509
76.0,31.0,16.0,0.7580864429473877
76.0,36.0,16.0,0.8124490976333618
76.0,41.0,16.0,0.8178852796554565
76.0,46.0,16.0,0.8396303653717041
76.0,51.0,16.0,0.18564826250076294
76.0,56.0,16.0,0.10845339298248291
76.0,61.0,16.0,0.08670834451913834
76.0,66.0,16.0,0.864093542098999
76.0,71.0,16.0,0.21038326621055603
76.0,76.0,16.0,0.11687959730625153
76.0,81.0,16.0,0.09758087247610092
76.0,86.0,16.0,0.2171785831451416
76.0,91.0,16.0,0.7580864429473877
76.0,96.0,16.0,0.7825496196746826
76.0,101.0,16.0,0.15928241610527039
76.0,106.0,16.0,0.1331883817911148
76.0,111.0,16.0,0.07148682326078415
76.0,116.0,16.0,0.23049741983413696
76.0,121.0,16.0,0.12503398954868317
76.0,126.0,16.0,0.11851046979427338
81.0,1.0,16.0,0.08426202833652496
81.0,6.0,16.0,0.34764885902404785
81.0,11.0,16.0,0.22750747203826904
81.0,16.0,16.0,0.3987496495246887
81.0,21.0,16.0,0.06333243101835251
81.0,26.0,16.0,0.11117151379585266
81.0,31.0,16.0,0.17124217748641968
81.0,36.0,16.0,0.12639304995536804
81.0,41.0,16.0,0.8042946457862854
81.0,46.0,16.0,0.8287578225135803
81.0,51.0,16.0,0.8070127964019775
81.0,56.0,16.0,0.8532209992408752
81.0,61.0,16.0,0.8695298433303833
81.0,66.0,16.0,0.8314759731292725
81.0,71.0,16.0,0.7907040119171143
81.0,76.0,16.0,0.22315846383571625
81.0,81.0,16.0,0.10709432512521744
81.0,86.0,16.0,0.0472954623401165
81.0,91.0,16.0,0.15873879194259644
81.0,96.0,16.0,0.8070127964019775
81.0,101.0,16.0,0.7798314690589905
81.0,106.0,16.0,0.31448763608932495
81.0,111.0,16.0,0.1331883817911148
81.0,116.0,16.0,0.3430279791355133
81.0,121.0,16.0,0.3226420283317566
81.0,126.0,16.0,0.5585756897926331
86.0,1.0,16.0,0.27371570467948914
86.0,6.0,16.0,0.2022288739681244
86.0,11.0,16.0,0.2033161222934723
86.0,16.0,16.0,0.11443328112363815
86.0,21.0,16.0,0.12748029828071594
86.0,26.0,16.0,0.12068497389554977
86.0,31.0,16.0,0.20277249813079834
86.0,36.0,16.0,0.23674912750720978
86.0,41.0,16.0,0.16580593585968018
86.0,46.0,16.0,0.2226148545742035
86.0,51.0,16.0,0.3837999403476715
86.0,56.0,16.0,0.7771133780479431
86.0,61.0,16.0,0.7771133780479431
86.0,66.0,16.0,0.7743952870368958
86.0,71.0,16.0,0.7798314690589905
86.0,76.0,16.0,0.7716770768165588
86.0,81.0,16.0,0.04811090603470802
86.0,86.0,16.0,0.1549334079027176
86.0,91.0,16.0,0.3098668158054352
86.0,96.0,16.0,0.23511824011802673
86.0,101.0,16.0,0.7961402535438538
86.0,106.0,16.0,0.7961402535438538
86.0,111.0,16.0,0.07338951528072357
86.0,116.0,16.0,0.12122860550880432
86.0,121.0,16.0,0.35634684562683105
86.0,126.0,16.0,0.37890729308128357
91.0,1.0,16.0,0.14107094705104828
91.0,6.0,16.0,0.02718130312860012
91.0,11.0,16.0,0.05925523489713669
91.0,16.0,16.0,0.1666213721036911
91.0,21.0,16.0,0.05572166666388512
91.0,26.0,16.0,0.466702938079834
91.0,31.0,16.0,0.6167436838150024
91.0,36.0,16.0,0.15928241610527039
91.0,41.0,16.0,0.10655070096254349
91.0,46.0,16.0,0.21745039522647858
91.0,51.0,16.0,0.2742592990398407
91.0,56.0,16.0,0.27996739745140076
91.0,61.0,16.0,0.2739875018596649
91.0,66.0,16.0,0.10519163310527802
91.0,71.0,16.0,0.7907040119171143
91.0,76.0,16.0,0.7879859209060669
91.0,81.0,16.0,0.8287578225135803
91.0,86.0,16.0,0.763522744178772
91.0,91.0,16.0,0.7145963907241821
91.0,96.0,16.0,0.17912475764751434
91.0,101.0,16.0,0.07175863534212112
91.0,106.0,16.0,0.78526771068573
91.0,111.0,16.0,0.7743952870368958
91.0,116.0,16.0,0.11334602534770966
91.0,121.0,16.0,0.16417504847049713
91.0,126.0,16.0,0.4623539447784424
96.0,1.0,16.0,0.053818974643945694
96.0,6.0,16.0,0.08426202833652496
96.0,11.0,16.0,0.13454744219779968
96.0,16.0,16.0,0.33813536167144775
96.0,21.0,16.0,0.21011143922805786
96.0,26.0,16.0,0.18320195376873016
96.0,31.0,16.0,0.2805110216140747
96.0,36.0,16.0,0.05979885905981064
96.0,41.0,16.0,0.06088611111044884
96.0,46.0,16.0,0.23484642803668976
96.0,51.0,16.0,0.24463169276714325
96.0,56.0,16.0,0.1418863832950592
96.0,61.0,16.0,0.06795325875282288
96.0,66.0,16.0,0.10029900819063187
96.0,71.0,16.0,0.8124490976333618
96.0,76.0,16.0,0.7917912602424622
96.0,81.0,16.0,0.8369122743606567
96.0,86.0,16.0,0.7281870245933533
96.0,91.0,16.0,0.7488448023796082
96.0,96.0,16.0,0.7173145413398743
96.0,101.0,16.0,0.025006797164678574
96.0,106.0,16.0,0.09268823266029358
96.0,111.0,16.0,0.7879859209060669
96.0,116.0,16.0,0.15737973153591156
96.0,121.0,16.0,0.08562109619379044
96.0,126.0,16.0,0.12965479493141174
