X,Y,Z,Index,Val
86,85,16,11134,0.056200001
9,85,16,1124,0.314999998
56,46,16,7195,0.064000003
60,20,16,7689,0.27700001
40,64,16,5133,0.300000012
21,84,16,2683,0.312999994
3,41,16,300,0.060400002
64,129,16,8318,0.317000002
26,102,16,3351,0.108599998
63,121,16,8180,0.298000008
47,53,16,6032,0.055
75,108,16,9727,0.076399997
43,3,16,5462,0.077399999
50,78,16,6447,0.098499998
73,44,16,9403,0.063699998
32,73,16,4102,0.034899998
26,77,16,3326,0.021299999
21,95,16,2694,0.048799999000000004
77,17,16,9896,0.135600001
73,108,16,9467,0.082800001
26,24,16,3273,0.324999988
70,49,16,9018,0.105999999
81,4,16,10403,0.09239999900000001
7,17,16,796,0.17100000399999998
94,29,16,12118,0.126800001
12,124,16,1553,0.058800001
86,81,16,11130,0.025800001
12,29,16,1458,0.122299999
39,22,16,4961,0.154699996
53,55,16,6814,0.087399997
27,39,16,3418,0.050299998
3,92,16,351,0.0438
37,5,16,4684,0.048
10,116,16,1285,0.045600000999999994
46,110,16,5959,0.046700001
25,101,16,3220,0.10729999800000001
54,97,16,6986,0.0854
4,107,16,496,0.0348
46,87,16,5936,0.161599994
51,24,16,6523,0.305999994
52,80,16,6709,0.079599999
67,62,16,8641,0.06319999700000001
74,32,16,9521,0.301999986
41,34,16,5233,0.088500001
99,128,16,12867,0.123199999
44,61,16,5650,0.293000013
35,86,16,4505,0.296999991
29,71,16,3710,0.044500001
68,53,16,8762,0.105700001
73,67,16,9426,0.305999994
72,64,16,9293,0.323000014
91,42,16,11741,0.08800000000000001
99,88,16,12827,0.289999992
97,25,16,12504,0.13070000699999998
77,31,16,9910,0.039000001
66,88,16,8537,0.0414
8,27,16,936,0.102200001
96,96,16,12445,0.272000015
48,53,16,6162,0.054000001
94,43,16,12132,0.078900002
41,109,16,5308,0.026900001
69,94,16,8933,0.294999987
13,82,16,1641,0.34700000299999995
61,13,16,7812,0.0506
73,110,16,9469,0.037300002
96,129,16,12478,0.0625
18,25,16,2234,0.10249999900000001
52,43,16,6672,0.186299995
22,30,16,2759,0.152999997
18,93,16,2302,0.055599999000000004
71,46,16,9145,0.0535
25,94,16,3213,0.049400002
43,48,16,5507,0.067000002
64,70,16,8259,0.296999991
86,120,16,11169,0.070299998
28,54,16,3563,0.27900001399999996
94,34,16,12123,0.060400002
87,21,16,11200,0.067900002
12,5,16,1434,0.25769999600000004
10,99,16,1268,0.046500001
52,41,16,6670,0.169400007
21,30,16,2629,0.18919999899999998
30,113,16,3882,0.049199997999999995
86,82,16,11131,0.038600001
7,28,16,807,0.057599999000000006
54,12,16,6901,0.028200001000000002
24,45,16,3034,0.0298
92,3,16,11832,0.0218
75,10,16,9629,0.042300001
10,77,16,1246,0.324999988
1,76,16,75,0.073600002
26,4,16,3253,0.041499997999999996
75,81,16,9700,0.053300001
44,107,16,5696,0.0515
31,39,16,3938,0.072099999
65,120,16,8439,0.032499999
54,87,16,6976,0.063600004
33,82,16,4241,0.294999987
74,102,16,9591,0.084399998
42,111,16,5440,0.027100001000000002
87,46,16,11225,0.086900003
30,40,16,3809,0.0605
77,89,16,9968,0.118500002
54,32,16,6921,0.075499997
32,54,16,4083,0.30399999
64,28,16,8217,0.286000013
92,24,16,11853,0.106299996
88,16,16,11325,0.028100001
88,48,16,11357,0.136299998
78,116,16,10125,0.090400003
23,76,16,2935,0.0704
77,28,16,9907,0.0394
97,64,16,12543,0.0414
69,21,16,8860,0.0601
70,70,16,9039,0.30099999899999996
3,35,16,294,0.032400001
60,124,16,7793,0.314999998
77,69,16,9948,0.317000002
95,38,16,12257,0.044300001
64,18,16,8207,0.0394
39,86,16,5025,0.296000004
91,38,16,11737,0.050299998
89,91,16,11530,0.1664
45,94,16,5813,0.31400001
64,90,16,8279,0.305000007
62,95,16,8024,0.0425
52,65,16,6694,0.273000002
9,62,16,1101,0.081600003
51,57,16,6556,0.046700001
20,129,16,2598,0.094599999
45,74,16,5793,0.032299998999999996
38,18,16,4827,0.06419999900000001
57,50,16,7329,0.0766
16,25,16,1974,0.08659999800000001
32,95,16,4124,0.10710000199999999
30,92,16,3861,0.31400001
66,20,16,8469,0.261000007
47,6,16,5985,0.0348
96,33,16,12382,0.08209999700000001
60,75,16,7744,0.0955
25,11,16,3130,0.057100002000000004
58,47,16,7456,0.072700001
3,107,16,366,0.042599998
100,105,16,12974,0.0233
97,123,16,12602,0.044500001
31,87,16,3986,0.275999993
98,45,16,12654,0.0473
68,65,16,8774,0.307000011
37,54,16,4733,0.310000002
36,85,16,4634,0.307999998
35,97,16,4516,0.09000000400000001
9,16,16,1055,0.18919999899999998
82,114,16,10643,0.0638
19,119,16,2458,0.09799999699999999
34,41,16,4330,0.067900002
8,34,16,943,0.037300002
13,63,16,1622,0.046
95,57,16,12276,0.033300001
19,17,16,2356,0.287
11,26,16,1325,0.08560000400000001
46,20,16,5869,0.043299999000000006
97,60,16,12539,0.0298
10,56,16,1225,0.294999987
69,112,16,8951,0.089000002
5,51,16,570,0.050500002
5,119,16,638,0.0396
40,42,16,5111,0.0493
51,16,16,6515,0.054000001
12,12,16,1441,0.072300002
18,88,16,2297,0.319999993
20,67,16,2536,0.0482
89,42,16,11481,0.101300001
1,10,16,9,0.087700002
94,47,16,12136,0.215599999
98,123,16,12732,0.053100000999999994
67,77,16,8656,0.057700000999999994
81,42,16,10441,0.307999998
77,104,16,9983,0.073100001
98,9,16,12618,0.099399999
61,73,16,7872,0.256000012
23,88,16,2947,0.301999986
89,36,16,11475,0.054099999
73,120,16,9479,0.025
93,103,16,12062,0.051800001
59,77,16,7616,0.08060000099999999
75,32,16,9651,0.30099999899999996
67,5,16,8584,0.0438
89,48,16,11487,0.109999999
17,16,16,2095,0.28499999600000003
40,81,16,5150,0.078400001
89,61,16,11500,0.108400002
87,96,16,11275,0.096799999
33,22,16,4181,0.064000003
89,7,16,11446,0.032400001
52,91,16,6720,0.27900001399999996
81,58,16,10457,0.319000006
51,64,16,6563,0.26699999
45,13,16,5732,0.039900001000000004
59,122,16,7661,0.301999986
74,3,16,9492,0.0493
5,5,16,524,0.0612
71,89,16,9188,0.0977
91,90,16,11789,0.273000002
79,88,16,10227,0.06610000099999999
96,69,16,12418,0.09669999800000001
54,125,16,7014,0.077
24,18,16,3007,0.301999986
84,23,16,10812,0.0766
52,116,16,6745,0.30099999899999996
2,6,16,135,0.213599995
83,38,16,10697,0.056200001
11,69,16,1368,0.1021
77,103,16,9982,0.077399999
92,8,16,11837,0.032699998
6,119,16,768,0.041900001
53,53,16,6812,0.0823
47,48,16,6027,0.062700003
74,66,16,9555,0.314999998
28,95,16,3604,0.11079999800000001
25,116,16,3235,0.038600001
96,53,16,12402,0.0438
74,54,16,9543,0.050500002
93,107,16,12066,0.275000006
99,78,16,12817,0.30099999899999996
63,113,16,8172,0.066699997
42,76,16,5405,0.074600004
66,113,16,8562,0.09809999900000001
56,124,16,7273,0.307000011
85,62,16,10981,0.305999994
36,117,16,4666,0.06199999900000001
74,82,16,9571,0.07150000299999999
12,61,16,1490,0.055300000999999994
60,98,16,7767,0.0221
13,2,16,1561,0.26300001100000003
76,21,16,9770,0.083999999
5,71,16,590,0.328000009
15,111,16,1930,0.047400001
34,62,16,4351,0.1664
58,1,16,7410,0.076899998
53,9,16,6768,0.0266
3,119,16,378,0.0374
83,107,16,10766,0.119999997
71,1,16,9100,0.060899999
56,119,16,7268,0.312999994
13,83,16,1642,0.335999995
76,73,16,9822,0.037599999
60,30,16,7699,0.039999999
1,125,16,124,0.088100001
19,19,16,2358,0.289999992
66,67,16,8516,0.291000009
37,14,16,4693,0.028000001
87,54,16,11233,0.150199994
45,25,16,5744,0.303000003
34,95,16,4384,0.301999986
43,93,16,5552,0.324999988
24,54,16,3043,0.294
61,69,16,7868,0.30099999899999996
58,31,16,7440,0.0287
88,60,16,11369,0.30099999899999996
15,80,16,1899,0.307999998
8,94,16,1003,0.079000004
12,8,16,1437,0.261999995
98,62,16,12671,0.039900001000000004
56,104,16,7253,0.287
8,70,16,979,0.32400000100000004
27,125,16,3504,0.218799993
99,29,16,12768,0.080899999
37,34,16,4713,0.07050000099999999
98,120,16,12729,0.068700001
49,35,16,6274,0.038199998
73,52,16,9411,0.07289999700000001
67,43,16,8622,0.080300003
8,8,16,917,0.0757
65,119,16,8438,0.047800000999999995
50,87,16,6456,0.11609999800000001
3,6,16,265,0.180199996
12,78,16,1507,0.326999992
75,44,16,9663,0.0482
22,122,16,2851,0.11060000199999999
12,97,16,1526,0.043200000999999995
6,2,16,651,0.17000000199999998
38,34,16,4843,0.06710000299999999
62,79,16,8008,0.0319
73,129,16,9488,0.030300001
8,97,16,1006,0.155000001
84,28,16,10817,0.10549999800000001
91,1,16,11700,0.059999999000000005
53,14,16,6773,0.028200001000000002
39,32,16,4971,0.099100001
39,60,16,4999,0.298999995
42,98,16,5427,0.308999985
26,81,16,3330,0.300000012
79,115,16,10254,0.062600002
63,104,16,8163,0.0414
9,81,16,1120,0.326999992
59,105,16,7644,0.08500000099999999
85,91,16,11010,0.1215
42,37,16,5366,0.09629999800000001
72,2,16,9231,0.052000001
13,120,16,1679,0.051800001
85,59,16,10978,0.296000004
50,5,16,6374,0.0623
13,42,16,1601,0.088500001
90,96,16,11665,0.070699997
30,105,16,3874,0.0548
22,75,16,2804,0.10230000300000001
76,27,16,9776,0.017000001
65,49,16,8368,0.188500002
18,61,16,2270,0.049600001
54,128,16,7017,0.091499999
55,34,16,7053,0.0678
5,40,16,559,0.0296
88,118,16,11427,0.0493
29,3,16,3642,0.031800002
62,23,16,7952,0.270999998
15,25,16,1844,0.155699998
49,123,16,6362,0.067699999
24,81,16,3070,0.316000015
54,76,16,6965,0.072700001
19,59,16,2398,0.034000002
30,91,16,3860,0.31099999
66,14,16,8463,0.0491
31,100,16,3999,0.132400006
92,84,16,11913,0.294
78,59,16,10068,0.126499996
63,112,16,8171,0.048799999000000004
35,56,16,4475,0.296000004
86,67,16,11116,0.291000009
96,47,16,12396,0.11680000300000001
67,128,16,8707,0.316000015
24,112,16,3101,0.112599999
98,94,16,12703,0.284000009
22,1,16,2730,0.0559
83,102,16,10761,0.296000004
38,53,16,4862,0.300000012
26,99,16,3348,0.090899996
19,128,16,2467,0.18449999399999997
10,102,16,1271,0.071099997
29,82,16,3721,0.280000001
66,7,16,8456,0.042199999
37,30,16,4709,0.32100001
84,25,16,10814,0.107500002
1,116,16,115,0.0995
51,101,16,6600,0.28099998800000003
83,21,16,10680,0.1043
54,115,16,7004,0.28060001100000004
72,120,16,9349,0.032900002000000005
98,18,16,12627,0.166199997
29,27,16,3666,0.328000009
3,9,16,268,0.217199996
70,27,16,8996,0.275999993
6,3,16,652,0.032299998999999996
81,114,16,10513,0.110299997
17,100,16,2179,0.08959999699999999
40,96,16,5165,0.307000011
33,50,16,4209,0.294
39,104,16,5043,0.12610000400000002
64,113,16,8302,0.0792
94,122,16,12211,0.0594
84,125,16,10914,0.102700002
14,57,16,1746,0.305000007
34,19,16,4308,0.062100000999999995
80,118,16,10387,0.077200003
58,58,16,7467,0.032600001
51,15,16,6514,0.0462
1,104,16,103,0.151500002
70,44,16,9013,0.0568
96,44,16,12393,0.0526
57,106,16,7385,0.280000001
59,78,16,7617,0.068800002
77,53,16,9932,0.054299999
50,86,16,6455,0.092500001
63,23,16,8082,0.275000006
92,125,16,11954,0.1664
40,3,16,5072,0.058600001
62,119,16,8048,0.305000007
64,41,16,8230,0.084799998
52,7,16,6636,0.026699999
54,83,16,6972,0.0458
52,114,16,6743,0.307000011
98,34,16,12643,0.0287
28,58,16,3567,0.185900003
33,20,16,4179,0.0274
86,75,16,11124,0.296000004
96,40,16,12389,0.043699998
45,12,16,5731,0.0502
92,16,16,11845,0.077399999
51,102,16,6601,0.294999987
33,93,16,4252,0.300000012
90,21,16,11590,0.035100002000000005
67,23,16,8602,0.273000002
41,42,16,5241,0.049899999
4,93,16,482,0.037799999
84,24,16,10813,0.098700002
91,14,16,11713,0.0526
25,89,16,3208,0.307000011
30,122,16,3891,0.071199998
13,19,16,1578,0.062899999
85,48,16,10967,0.056000002
86,76,16,11125,0.29199999600000004
65,43,16,8362,0.096000001
15,94,16,1913,0.034899998
68,70,16,8779,0.312000006
29,28,16,3667,0.324999988
59,10,16,7549,0.0559
78,32,16,10041,0.054400000999999996
21,120,16,2719,0.144500002
40,99,16,5168,0.305000007
45,5,16,5724,0.0502
80,43,16,10312,0.300000012
34,30,16,4319,0.300000012
44,38,16,5627,0.082400002
64,120,16,8309,0.110699996
70,53,16,9022,0.07530000099999999
27,3,16,3382,0.0625
48,69,16,6178,0.27900001399999996
73,121,16,9480,0.049600001
50,37,16,6406,0.041099999
47,109,16,6088,0.1602
90,87,16,11656,0.289000005
87,106,16,11285,0.307999998
100,107,16,12976,0.056000002
16,43,16,1992,0.157199994
78,69,16,10078,0.319999993
33,31,16,4190,0.133200005
61,77,16,7876,0.068499997
26,57,16,3306,0.163800001
14,16,16,1705,0.133599997
81,108,16,10507,0.0735
16,95,16,2044,0.0986
56,61,16,7210,0.052000001
59,96,16,7635,0.051199999
22,124,16,2853,0.1646
71,107,16,9206,0.10530000199999999
49,62,16,6301,0.28099998800000003
57,11,16,7290,0.093400002
96,62,16,12411,0.037900001
12,44,16,1473,0.127900004
57,90,16,7369,0.289999992
94,88,16,12177,0.261999995
81,90,16,10489,0.048
76,110,16,9859,0.066600002
25,75,16,3194,0.0427
18,94,16,2303,0.062700003
4,87,16,476,0.314999998
52,120,16,6749,0.077500001
86,128,16,11177,0.1105
92,113,16,11942,0.30399999
8,44,16,953,0.056200001
29,74,16,3713,0.035500001
27,96,16,3475,0.084200002
31,30,16,3929,0.305000007
42,11,16,5340,0.0502
32,34,16,4063,0.18449999399999997
76,57,16,9806,0.034699999
85,74,16,10993,0.308999985
80,44,16,10313,0.319000006
68,125,16,8834,0.041499997999999996
46,124,16,5973,0.037500001
19,102,16,2441,0.17640000600000003
85,3,16,10922,0.081799999
48,79,16,6188,0.103399999
16,119,16,2068,0.037500001
42,54,16,5383,0.050299998
94,64,16,12153,0.082199998
42,30,16,5359,0.150700003
30,78,16,3847,0.035
93,102,16,12061,0.038699999
25,54,16,3173,0.291000009
66,83,16,8532,0.042100001
5,125,16,644,0.0307
79,27,16,10166,0.0287
93,48,16,12007,0.187299997
64,54,16,8243,0.110200003
59,71,16,7610,0.261999995
8,91,16,1000,0.128999993
9,116,16,1155,0.051199999
19,110,16,2449,0.047600000999999996
55,32,16,7051,0.066699997
62,110,16,8039,0.068099998
28,48,16,3557,0.252000004
58,56,16,7465,0.046100002
86,88,16,11137,0.070600003
4,73,16,462,0.319999993
33,101,16,4260,0.082599998
32,27,16,4056,0.28150001199999997
17,108,16,2187,0.046700001
56,71,16,7220,0.252000004
5,48,16,567,0.065499999
67,34,16,8613,0.023499999
79,83,16,10222,0.0405
45,107,16,5826,0.043200000999999995
99,127,16,12866,0.097000003
11,15,16,1314,0.15940000099999999
19,78,16,2417,0.294
22,51,16,2780,0.296999991
73,6,16,9365,0.056600001
3,40,16,299,0.044799998
37,87,16,4766,0.300000012
83,95,16,10754,0.298000008
57,113,16,7392,0.294
21,127,16,2726,0.097000003
27,14,16,3393,0.057700000999999994
28,99,16,3608,0.0722
34,105,16,4394,0.143900007
28,88,16,3597,0.321999997
60,77,16,7746,0.10440000099999999
10,66,16,1235,0.07829999900000001
61,113,16,7912,0.157499999
63,27,16,8086,0.289000005
97,43,16,12522,0.056600001
17,31,16,2110,0.174700007
44,22,16,5611,0.068000004
9,56,16,1095,0.296999991
89,74,16,11513,0.287
84,126,16,10915,0.153699994
16,61,16,2010,0.0306
82,29,16,10558,0.0601
79,1,16,10140,0.0524
24,19,16,3008,0.312999994
51,56,16,6555,0.034200002
100,25,16,12894,0.071400002
80,90,16,10359,0.045499999000000006
15,78,16,1897,0.307000011
51,129,16,6628,0.10180000199999999
42,43,16,5372,0.039099998999999996
93,5,16,11964,0.0126
83,70,16,10729,0.307000011
59,59,16,7598,0.0396
34,22,16,4311,0.093199998
78,31,16,10040,0.057300000999999996
52,47,16,6676,0.11159999699999999
68,25,16,8734,0.28099998800000003
80,121,16,10390,0.135600001
54,93,16,6982,0.27700001
89,104,16,11543,0.289000005
3,87,16,346,0.301999986
32,77,16,4106,0.047800000999999995
47,13,16,5992,0.039299997999999996
82,50,16,10579,0.312999994
80,51,16,10320,0.31400001
51,6,16,6505,0.0469
81,62,16,10461,0.316000015
69,67,16,8906,0.30399999
49,24,16,6263,0.307999998
13,129,16,1688,0.1074
72,127,16,9356,0.0283
65,62,16,8381,0.035399999
41,29,16,5228,0.317000002
46,2,16,5851,0.084399998
58,44,16,7453,0.065099999
37,20,16,4699,0.08500000099999999
75,119,16,9738,0.039000001
31,35,16,3934,0.1149
22,3,16,2732,0.09489999699999999
43,121,16,5580,0.0601
35,122,16,4541,0.077600002
76,77,16,9826,0.067500003
69,55,16,8894,0.062600002
82,59,16,10588,0.31400001
87,45,16,11224,0.08640000199999999
77,68,16,9947,0.323000014
15,3,16,1822,0.263999999
22,91,16,2820,0.158399999
21,65,16,2664,0.031500001
75,87,16,9706,0.109300002
35,113,16,4532,0.044599999
100,74,16,12943,0.0451
53,70,16,6829,0.154599994
4,116,16,505,0.120200001
38,3,16,4812,0.072300002
80,96,16,10365,0.296999991
89,123,16,11562,0.09260000300000001
17,103,16,2182,0.09759999800000001
74,44,16,9533,0.048799999000000004
64,26,16,8215,0.287999988
35,58,16,4477,0.28499999600000003
29,66,16,3705,0.135100007
40,94,16,5163,0.31400001
77,129,16,10008,0.06580000400000001
44,45,16,5634,0.034400001
52,50,16,6679,0.08470000300000001
43,47,16,5506,0.0493
69,9,16,8848,0.0425
90,76,16,11645,0.305999994
100,122,16,12991,0.0297
67,48,16,8627,0.1734
70,86,16,9055,0.141499996
14,79,16,1768,0.31099999
61,109,16,7908,0.049800000999999997
73,84,16,9443,0.064800002
21,87,16,2686,0.301999986
57,101,16,7380,0.12129999699999999
9,39,16,1078,0.023499999
18,38,16,2247,0.05840000099999999
45,123,16,5842,0.04769999900000001
20,56,16,2525,0.296000004
17,101,16,2180,0.078500003
12,73,16,1502,0.310000002
56,112,16,7261,0.287999988
66,25,16,8474,0.286000013
47,73,16,6052,0.0295
49,112,16,6351,0.30399999
68,54,16,8763,0.067699999
59,5,16,7544,0.0337
69,53,16,8892,0.075599998
32,42,16,4071,0.016000001
47,2,16,5981,0.067699999
77,44,16,9923,0.317000002
68,47,16,8756,0.161300004
2,127,16,256,0.0898
100,99,16,12968,0.0242
11,31,16,1330,0.0524
73,8,16,9367,0.0473
81,126,16,10525,0.213599995
11,54,16,1353,0.291000009
36,96,16,4645,0.296000004
72,40,16,9269,0.0403
51,50,16,6549,0.112599999
3,100,16,359,0.105599999
19,37,16,2376,0.070799999
96,124,16,12473,0.045299999
52,82,16,6711,0.071400002
27,16,16,3395,0.0372
44,10,16,5599,0.0372
67,26,16,8605,0.280000001
29,39,16,3678,0.039900001000000004
65,4,16,8323,0.105599999
72,71,16,9300,0.305000007
1,96,16,95,0.08309999900000001
55,35,16,7054,0.053800002
16,11,16,1960,0.22619999899999998
46,50,16,5899,0.0429
3,58,16,317,0.305000007
72,16,16,9245,0.033500001
78,14,16,10023,0.06199999900000001
43,16,16,5475,0.035999998
96,13,16,12362,0.081799999
55,99,16,7118,0.054099999
33,72,16,4231,0.041099999
93,52,16,12011,0.067199998
98,121,16,12730,0.056499999
84,53,16,10842,0.335000008
56,130,16,7279,0.080499999
30,102,16,3871,0.109099999
11,76,16,1375,0.317000002
81,80,16,10479,0.077500001
28,97,16,3606,0.074699998
84,59,16,10848,0.30259999600000004
71,21,16,9120,0.078400001
49,1,16,6240,0.032299998999999996
17,3,16,2082,0.26899999399999996
80,58,16,10327,0.317000002
2,102,16,231,0.14830000699999998
11,56,16,1355,0.29199999600000004
86,29,16,11078,0.086499996
50,4,16,6373,0.032099999
11,90,16,1389,0.098999999
80,117,16,10386,0.112899996
36,60,16,4609,0.291000009
20,121,16,2590,0.061799999
50,3,16,6372,0.028100001
70,52,16,9021,0.071000002
41,50,16,5249,0.033199999
35,111,16,4530,0.060400002
80,31,16,10300,0.0491
6,80,16,729,0.310000002
82,93,16,10622,0.128199995
62,63,16,7992,0.042599998
68,16,16,8725,0.0524
57,69,16,7348,0.218999997
90,98,16,11667,0.083800003
76,60,16,9809,0.031399999
19,130,16,2469,0.2271
5,18,16,537,0.1171
70,14,16,8983,0.023499999
3,17,16,276,0.079000004
31,80,16,3979,0.048700001
34,67,16,4356,0.070799999
58,9,16,7418,0.050700000999999995
29,9,16,3648,0.058600001
91,117,16,11816,0.053800002
90,123,16,11692,0.12890000599999998
41,83,16,5282,0.087800004
26,27,16,3276,0.33799999999999997
13,130,16,1689,0.112300001
76,88,16,9837,0.088600002
6,107,16,756,0.029899999
95,12,16,12231,0.0524
31,98,16,3997,0.064499997
84,26,16,10815,0.0418
5,108,16,627,0.024900001
71,79,16,9178,0.0898
17,74,16,2153,0.133100003
47,28,16,6007,0.077
37,100,16,4779,0.077
97,19,16,12498,0.223800004
22,48,16,2777,0.0209
42,53,16,5382,0.068000004
2,17,16,146,0.032099999
47,50,16,6029,0.049400002
21,52,16,2651,0.303000003
20,55,16,2524,0.294999987
100,8,16,12877,0.09000000400000001
68,78,16,8787,0.044500001
19,95,16,2434,0.059300002000000004
44,55,16,5644,0.033799998
4,36,16,425,0.0374
21,69,16,2668,0.0298
41,93,16,5292,0.335999995
13,77,16,1636,0.317000002
46,122,16,5971,0.0295
71,104,16,9203,0.133599997
51,30,16,6529,0.062100000999999995
83,101,16,10760,0.305000007
39,21,16,4960,0.103299998
6,91,16,740,0.07
98,84,16,12693,0.301999986
69,121,16,8960,0.0416
95,28,16,12247,0.104699999
46,45,16,5894,0.0506
59,31,16,7570,0.0339
75,49,16,9668,0.055399999000000005
78,93,16,10102,0.287999988
16,48,16,1997,0.084899999
94,127,16,12216,0.106299996
63,36,16,8095,0.0418
32,2,16,4031,0.046999998
83,77,16,10736,0.10689999900000001
28,110,16,3619,0.0381
50,100,16,6469,0.282999992
87,81,16,11260,0.28499999600000003
83,121,16,10780,0.098499998
4,52,16,441,0.033
33,110,16,4269,0.040100001
12,119,16,1548,0.036699999
41,79,16,5278,0.09099999800000001
22,130,16,2859,0.104199998
30,35,16,3804,0.099399999
63,105,16,8164,0.038699999
48,92,16,6201,0.273999989
30,27,16,3796,0.305999994
84,87,16,10876,0.033300001
64,20,16,8209,0.0372
70,35,16,9004,0.0206
78,6,16,10015,0.073100001
32,102,16,4131,0.137500003
76,61,16,9810,0.039999999
69,95,16,8934,0.06319999700000001
85,15,16,10934,0.0601
65,21,16,8340,0.266000003
65,40,16,8359,0.110100001
15,81,16,1900,0.32069999
7,29,16,808,0.093400002
61,55,16,7854,0.0605
49,5,16,6244,0.06580000400000001
76,67,16,9816,0.317400008
16,66,16,2015,0.056400001
26,83,16,3332,0.307999998
31,69,16,3968,0.08789999800000001
73,56,16,9415,0.0427
1,109,16,108,0.056600001
62,117,16,8046,0.298999995
20,54,16,2523,0.296999991
95,46,16,12265,0.111100003
47,15,16,5994,0.049800000999999997
20,108,16,2577,0.052200000999999996
89,124,16,11563,0.214100003
67,41,16,8620,0.130500004
68,61,16,8770,0.054900002
38,1,16,4810,0.059999999000000005
61,115,16,7914,0.303000003
100,124,16,12993,0.0447
73,5,16,9364,0.0623
33,125,16,4284,0.126000002
70,83,16,9052,0.051199999
95,127,16,12346,0.059300002000000004
34,40,16,4329,0.076399997
57,24,16,7303,0.291000009
9,63,16,1102,0.076499999
86,51,16,11100,0.149299994
21,122,16,2721,0.10890000300000001
50,128,16,6497,0.10719999699999999
11,17,16,1316,0.12470000199999999
83,14,16,10673,0.118299998
66,8,16,8457,0.0557
66,124,16,8573,0.16920000300000002
72,27,16,9256,0.273000002
20,72,16,2541,0.0447
15,101,16,1920,0.056600001
27,9,16,3388,0.053300001
18,21,16,2230,0.066
20,110,16,2579,0.0469
1,82,16,81,0.310000002
81,49,16,10448,0.31400001
58,12,16,7421,0.067699999
25,78,16,3197,0.037999999
23,79,16,2938,0.10890000300000001
84,115,16,10904,0.042199999
69,52,16,8891,0.107699998
60,44,16,7713,0.0429
26,41,16,3290,0.060600000999999994
17,41,16,2120,0.050799999000000005
53,69,16,6828,0.274699986
42,42,16,5371,0.0263
70,116,16,9085,0.070600003
81,100,16,10499,0.300000012
78,8,16,10017,0.047499999
9,119,16,1158,0.070699997
6,26,16,675,0.0254
69,8,16,8847,0.043299999000000006
41,58,16,5257,0.31099999
48,99,16,6208,0.291000009
39,98,16,5037,0.307999998
1,97,16,96,0.082199998
6,129,16,778,0.102200001
42,19,16,5348,0.044799998
50,82,16,6451,0.105800003
22,109,16,2838,0.08519999699999999
71,64,16,9163,0.344999999
32,107,16,4136,0.057500000999999995
1,70,16,69,0.314999998
94,119,16,12208,0.0414
11,41,16,1340,0.058899999
