X,Y,Z,Index,Val
3,28,16,287,0.0383
27,81,16,3460,0.310000002
72,108,16,9337,0.048999999
71,56,16,9155,0.07289999700000001
8,124,16,1033,0.028999999
56,29,16,7178,0.029899999
65,26,16,8345,0.28499999600000003
54,17,16,6906,0.0339
58,127,16,7536,0.305999994
42,60,16,5389,0.294
57,73,16,7352,0.266000003
96,112,16,12461,0.296000004
12,31,16,1460,0.08919999699999999
67,72,16,8651,0.301600009
60,12,16,7681,0.050099999000000006
83,59,16,10718,0.312000006
29,113,16,3752,0.040399998
61,129,16,7928,0.312999994
25,122,16,3241,0.15940000099999999
74,106,16,9595,0.068899997
87,47,16,11226,0.09489999699999999
70,50,16,9019,0.10800000300000001
45,108,16,5827,0.056299999
18,62,16,2271,0.0298
65,31,16,8350,0.0429
33,55,16,4214,0.30239999300000003
3,48,16,307,0.12380000199999999
88,102,16,11411,0.282999992
86,120,16,11169,0.070299998
77,102,16,9981,0.115999997
90,88,16,11657,0.27900001399999996
25,22,16,3141,0.319999993
50,52,16,6421,0.046399999000000004
73,56,16,9415,0.0427
5,128,16,647,0.063600004
88,53,16,11362,0.09239999900000001
99,47,16,12786,0.06199999900000001
98,122,16,12731,0.0341
37,60,16,4739,0.303000003
100,100,16,12969,0.0294
92,4,16,11833,0.025800001
51,65,16,6564,0.282999992
42,119,16,5448,0.066200003
77,48,16,9927,0.32400000100000004
81,56,16,10455,0.321999997
74,121,16,9610,0.0328
85,115,16,11034,0.026900001
10,28,16,1197,0.0614
23,92,16,2951,0.039900001000000004
79,70,16,10209,0.305999994
30,18,16,3787,0.059700000999999996
46,15,16,5864,0.031500001
44,27,16,5616,0.328000009
96,8,16,12357,0.048500000999999994
70,24,16,8993,0.30099999899999996
17,7,16,2086,0.167099997
76,120,16,9869,0.07389999900000001
10,63,16,1232,0.069700003
55,29,16,7048,0.0296
41,66,16,5265,0.147599995
69,22,16,8861,0.052200000999999996
26,54,16,3303,0.28099998800000003
22,7,16,2736,0.059599999
78,109,16,10118,0.101199999
52,85,16,6714,0.10069999800000001
79,128,16,10267,0.12639999400000002
91,19,16,11718,0.055799997999999996
35,25,16,4444,0.296000004
46,49,16,5898,0.064099997
43,119,16,5578,0.037300002
20,104,16,2573,0.134100005
86,8,16,11057,0.06419999900000001
45,82,16,5801,0.105800003
28,110,16,3619,0.0381
81,54,16,10453,0.307999998
87,65,16,11244,0.289999992
76,13,16,9762,0.076700002
25,74,16,3193,0.0241
87,86,16,11265,0.0623
37,51,16,4730,0.307000011
8,80,16,989,0.316000015
23,55,16,2914,0.294
41,24,16,5223,0.296000004
87,128,16,11307,0.164000005
4,99,16,488,0.062399998
69,74,16,8913,0.0506
89,76,16,11515,0.316000015
72,32,16,9261,0.305000007
97,97,16,12576,0.289000005
87,37,16,11216,0.08919999699999999
12,115,16,1544,0.029999999
23,94,16,2953,0.050000000999999995
56,103,16,7252,0.094099998
66,39,16,8488,0.077100001
77,47,16,9926,0.307999998
53,57,16,6816,0.0561
93,47,16,12006,0.135600001
76,107,16,9856,0.0548
41,27,16,5226,0.326999992
70,75,16,9044,0.0726
32,70,16,4099,0.045400000999999995
51,129,16,6628,0.10180000199999999
10,97,16,1266,0.070799999
64,53,16,8242,0.180700004
24,28,16,3017,0.10090000199999999
86,67,16,11116,0.291000009
97,84,16,12563,0.296000004
28,3,16,3512,0.037300002
25,113,16,3232,0.099399999
53,39,16,6798,0.150700003
1,30,16,29,0.041200001
54,29,16,6918,0.036400001
6,92,16,741,0.0603
79,90,16,10229,0.046100002
100,34,16,12903,0.039099998999999996
23,88,16,2947,0.301999986
69,50,16,8889,0.161400005
80,45,16,10314,0.328000009
50,81,16,6450,0.07829999900000001
100,5,16,12874,0.046799999
22,130,16,2859,0.104199998
13,90,16,1649,0.32400000100000004
91,43,16,11742,0.125599995
1,88,16,87,0.300000012
54,83,16,6972,0.0458
9,106,16,1145,0.0254
76,68,16,9817,0.32100001
72,80,16,9309,0.06610000099999999
67,24,16,8603,0.287999988
67,74,16,8653,0.0986
50,65,16,6434,0.275999993
73,28,16,9387,0.294
23,60,16,2919,0.051100001
80,93,16,10362,0.291000009
68,121,16,8830,0.07540000200000001
20,10,16,2479,0.23000000399999998
26,122,16,3371,0.165900007
21,18,16,2617,0.289999992
94,21,16,12110,0.054400000999999996
20,109,16,2578,0.046700001
38,44,16,4853,0.084799998
63,64,16,8123,0.042800002000000004
64,92,16,8281,0.307999998
84,127,16,10916,0.092200004
19,59,16,2398,0.034000002
85,6,16,10925,0.050799999000000005
36,101,16,4650,0.09189999800000001
62,123,16,8052,0.293000013
80,21,16,10290,0.064900003
22,19,16,2748,0.284000009
23,19,16,2878,0.303000003
56,117,16,7266,0.303000003
89,80,16,11519,0.300000012
18,41,16,2250,0.070799999
71,59,16,9158,0.0341
62,10,16,7939,0.059000000000000004
52,59,16,6688,0.071000002
27,30,16,3409,0.319999993
82,126,16,10655,0.16650000199999998
36,92,16,4641,0.300000012
76,55,16,9804,0.0242
16,70,16,2019,0.0427
63,86,16,8145,0.052999999000000006
97,102,16,12581,0.021600001
55,67,16,7086,0.253300011
31,25,16,3924,0.287
73,21,16,9380,0.056200001
33,66,16,4225,0.094999999
88,20,16,11329,0.029100001
37,50,16,4729,0.310000002
86,23,16,11072,0.0592
22,39,16,2768,0.034499998999999996
47,46,16,6025,0.07050000099999999
75,3,16,9622,0.077399999
4,101,16,490,0.103399999
11,113,16,1412,0.041499997999999996
92,60,16,11889,0.04309999900000001
86,20,16,11069,0.0438
49,70,16,6309,0.24400000300000002
52,38,16,6667,0.059799999000000006
32,107,16,4136,0.057500000999999995
54,111,16,7000,0.280000001
53,126,16,6885,0.127499998
38,116,16,4925,0.058699999
59,102,16,7641,0.10710000199999999
54,41,16,6930,0.157299995
89,39,16,11478,0.088600002
60,71,16,7740,0.26899999399999996
71,79,16,9178,0.0898
4,60,16,449,0.308999985
30,74,16,3843,0.0449
87,95,16,11274,0.099799998
78,37,16,10046,0.310000002
43,87,16,5546,0.303000003
89,25,16,11464,0.0854
46,77,16,5926,0.0845
8,109,16,1018,0.0264
61,130,16,7929,0.321999997
2,19,16,148,0.0735
14,10,16,1699,0.261000007
47,50,16,6029,0.049400002
65,117,16,8436,0.0557
50,56,16,6425,0.027899998999999998
94,78,16,12167,0.30399999
4,38,16,427,0.0414
26,110,16,3359,0.11129999900000001
46,116,16,5965,0.0601
81,34,16,10433,0.066500001
60,5,16,7674,0.0526
64,66,16,8255,0.289999992
88,6,16,11315,0.040899999
35,83,16,4502,0.296999991
62,17,16,7946,0.029999999
21,69,16,2668,0.0298
7,26,16,805,0.0407
20,44,16,2513,0.061900000999999996
52,8,16,6637,0.035399999
12,104,16,1533,0.037599999
48,76,16,6185,0.107900001
39,28,16,4967,0.316000015
73,4,16,9363,0.071400002
95,32,16,12251,0.116400003
91,32,16,11731,0.111000001
69,76,16,8915,0.0779
98,130,16,12739,0.069700003
94,66,16,12155,0.061799999
60,122,16,7791,0.303000003
40,89,16,5158,0.298000008
80,53,16,10322,0.314999998
17,125,16,2204,0.200100005
40,63,16,5132,0.287
84,60,16,10849,0.291000009
10,126,16,1295,0.0427
4,106,16,495,0.037099997999999995
48,74,16,6183,0.039500002
33,57,16,4216,0.294999987
98,18,16,12627,0.166199997
66,69,16,8518,0.29910001199999997
9,24,16,1063,0.063000001
16,87,16,2036,0.296999991
24,74,16,3063,0.037900001
74,103,16,9592,0.068000004
35,5,16,4424,0.0243
99,13,16,12752,0.052999999000000006
2,41,16,170,0.075999998
52,64,16,6693,0.28099998800000003
66,13,16,8462,0.070799999
66,10,16,8459,0.066399999
37,68,16,4747,0.064099997
4,113,16,502,0.0513
21,88,16,2687,0.319999993
52,36,16,6665,0.036400001
66,12,16,8461,0.07020000400000001
90,34,16,11603,0.06580000400000001
20,57,16,2526,0.275000006
96,92,16,12441,0.287
55,17,16,7036,0.0337
87,48,16,11227,0.133200005
66,71,16,8520,0.291000009
39,90,16,5029,0.300000012
29,106,16,3745,0.062199999000000006
88,39,16,11348,0.106299996
96,35,16,12384,0.05550000099999999
65,83,16,8402,0.071699999
5,115,16,634,0.09749999599999999
83,28,16,10687,0.0735
2,3,16,132,0.0594
31,98,16,3997,0.064499997
94,34,16,12123,0.060400002
8,99,16,1008,0.120200001
68,42,16,8751,0.075900003
44,108,16,5697,0.066600002
62,50,16,7979,0.189700007
23,129,16,2988,0.059500001
12,105,16,1534,0.029100001
34,95,16,4384,0.301999986
62,93,16,8022,0.307000011
100,78,16,12947,0.307999998
42,33,16,5362,0.127100006
92,63,16,11892,0.068000004
73,65,16,9424,0.33300000399999996
37,25,16,4704,0.316000015
22,66,16,2795,0.0285
67,80,16,8659,0.0187
81,59,16,10458,0.305999994
60,99,16,7768,0.0177
59,97,16,7636,0.032099999
75,5,16,9624,0.090899996
67,71,16,8650,0.308999985
25,120,16,3239,0.144999996
73,54,16,9413,0.057999998
89,65,16,11504,0.294
62,122,16,8051,0.287
34,77,16,4366,0.066399999
3,38,16,297,0.028899999
47,122,16,6101,0.030099999
51,85,16,6584,0.103799999
26,77,16,3326,0.021299999
52,58,16,6687,0.050500002
86,24,16,11073,0.080899999
100,20,16,12889,0.145899996
65,100,16,8419,0.057799999000000005
17,62,16,2141,0.056400001
97,38,16,12517,0.0184
30,118,16,3887,0.083300002
76,29,16,9778,0.29199999600000004
33,27,16,4186,0.28099998800000003
30,119,16,3888,0.037500001
1,11,16,10,0.050799999000000005
85,30,16,10949,0.081699997
29,92,16,3731,0.319999993
58,26,16,7435,0.296000004
44,49,16,5638,0.081799999
24,4,16,2993,0.058699999
28,108,16,3617,0.050999999000000004
48,115,16,6224,0.0735
56,21,16,7170,0.273000002
85,126,16,11045,0.120800003
92,92,16,11921,0.27700001
19,125,16,2464,0.166199997
29,39,16,3678,0.039900001000000004
85,41,16,10960,0.050500002
4,86,16,475,0.307000011
100,126,16,12995,0.078900002
100,130,16,12999,0.101499997
78,1,16,10010,0.048500000999999994
61,91,16,7890,0.298000008
39,109,16,5048,0.043900002
88,101,16,11410,0.289999992
93,9,16,11968,0.0286
83,85,16,10744,0.0285
77,50,16,9929,0.31400001
49,7,16,6246,0.072099999
100,18,16,12887,0.133599997
67,6,16,8585,0.0285
98,71,16,12680,0.055100000999999996
84,65,16,10854,0.296999991
53,96,16,6855,0.10199999800000001
77,103,16,9982,0.077399999
4,15,16,404,0.061900000999999996
25,7,16,3126,0.016899999
10,7,16,1176,0.062799998
62,44,16,7973,0.078500003
87,25,16,11204,0.07389999900000001
9,19,16,1058,0.12210000300000001
14,23,16,1712,0.086900003
52,81,16,6710,0.096600004
23,72,16,2931,0.0405
38,24,16,4833,0.30399999
94,39,16,12128,0.048999999
56,54,16,7203,0.045299999
46,109,16,5958,0.09279999900000001
93,103,16,12062,0.051800001
21,123,16,2722,0.11159999699999999
12,129,16,1558,0.0735
40,111,16,5180,0.041900001
20,120,16,2589,0.094300002
60,82,16,7751,0.074500002
57,4,16,7283,0.09809999900000001
84,44,16,10833,0.037300002
16,51,16,2000,0.275999993
30,98,16,3867,0.075099997
4,50,16,439,0.057999998
73,122,16,9481,0.044300001
31,20,16,3919,0.045299999
43,127,16,5586,0.08550000199999999
53,109,16,6868,0.270999998
42,53,16,5382,0.068000004
79,39,16,10178,0.305000007
66,59,16,8508,0.044799998
73,2,16,9361,0.060199998
10,127,16,1296,0.034699999
10,128,16,1297,0.0383
44,12,16,5601,0.077500001
84,122,16,10911,0.0867
32,124,16,4153,0.134000003
84,19,16,10808,0.0385
47,88,16,6067,0.100100003
77,107,16,9986,0.035599999
47,92,16,6071,0.270999998
22,90,16,2819,0.310000002
8,125,16,1034,0.028899999
72,28,16,9257,0.287999988
5,66,16,585,0.081799999
98,47,16,12656,0.082000002
63,71,16,8130,0.303000003
55,51,16,7070,0.057999998
73,105,16,9464,0.051600002
63,92,16,8151,0.314999998
41,43,16,5242,0.053300001
99,69,16,12808,0.052000001
45,99,16,5818,0.30399999
67,22,16,8601,0.24789999399999998
94,28,16,12117,0.092200004
68,90,16,8799,0.310299993
38,63,16,4872,0.301999986
54,115,16,7004,0.28060001100000004
88,64,16,11373,0.312999994
69,49,16,8888,0.102700002
49,127,16,6366,0.08919999699999999
69,104,16,8943,0.064099997
48,81,16,6190,0.078400001
52,75,16,6704,0.127900004
13,8,16,1567,0.273999989
28,44,16,3553,0.040800001
94,30,16,12119,0.166199997
67,32,16,8611,0.024900001
40,106,16,5175,0.041299999
27,61,16,3440,0.077600002
87,24,16,11203,0.0823
15,36,16,1855,0.089299999
2,85,16,214,0.32400000100000004
41,127,16,5326,0.09669999800000001
37,59,16,4738,0.296000004
2,86,16,215,0.305000007
50,8,16,6377,0.062199999000000006
68,84,16,8793,0.045699999000000005
66,105,16,8554,0.051600002
83,54,16,10713,0.319999993
80,57,16,10326,0.32400000100000004
99,106,16,12845,0.039299997999999996
9,27,16,1066,0.094499998
99,1,16,12740,0.081
3,113,16,372,0.054200001
63,25,16,8084,0.28099998800000003
37,72,16,4751,0.062700003
56,80,16,7229,0.034499998999999996
81,1,16,10400,0.039099998999999996
88,79,16,11388,0.301999986
37,41,16,4720,0.106299996
74,11,16,9500,0.031399999
62,43,16,7972,0.1087
49,3,16,6242,0.0374
36,122,16,4671,0.058600001
35,43,16,4462,0.0416
16,88,16,2037,0.314999998
87,108,16,11287,0.296000004
55,5,16,7024,0.066200003
79,33,16,10172,0.04769999900000001
45,85,16,5804,0.11699999900000001
70,122,16,9091,0.0614
59,10,16,7549,0.0559
20,117,16,2586,0.096799999
69,96,16,8935,0.065399997
12,59,16,1488,0.296000004
93,11,16,11970,0.0502
28,92,16,3601,0.316000015
20,102,16,2571,0.19050000600000003
93,106,16,12065,0.273000002
26,43,16,3292,0.0572
89,51,16,11490,0.118299998
48,87,16,6196,0.161599994
73,35,16,9394,0.312999994
44,68,16,5657,0.286000013
88,31,16,11340,0.111900002
14,83,16,1772,0.335000008
82,84,16,10613,0.028100001
97,23,16,12502,0.09189999800000001
13,50,16,1609,0.086000003
12,24,16,1453,0.120200001
27,69,16,3448,0.046100002
45,32,16,5751,0.110399999
54,65,16,6954,0.275000006
32,15,16,4044,0.024599998999999997
76,67,16,9816,0.317400008
69,72,16,8911,0.31099999
30,27,16,3796,0.305999994
49,36,16,6275,0.034200002
84,15,16,10804,0.071900003
16,11,16,1960,0.22619999899999998
85,73,16,10992,0.289999992
67,9,16,8588,0.052999999000000006
75,7,16,9626,0.0612
100,127,16,12996,0.110699996
23,101,16,2960,0.204500005
29,67,16,3706,0.08910000300000001
23,122,16,2981,0.14329999699999998
56,74,16,7223,0.1866
16,73,16,2022,0.0528
24,16,16,3005,0.289999992
39,124,16,5063,0.0506
75,50,16,9669,0.066299997
88,129,16,11438,0.180199996
89,27,16,11466,0.156200007
26,89,16,3338,0.291000009
6,76,16,725,0.312999994
24,13,16,3002,0.051800001
68,9,16,8718,0.023700001000000002
74,86,16,9575,0.09920000300000001
18,122,16,2331,0.13770000599999999
8,44,16,953,0.056200001
37,47,16,4726,0.042599998
56,40,16,7189,0.09719999900000001
9,28,16,1067,0.075999998
30,71,16,3840,0.054000001
88,59,16,11368,0.307000011
76,90,16,9839,0.122699998
43,2,16,5461,0.10719999699999999
14,26,16,1715,0.119999997
54,102,16,6991,0.298000008
78,106,16,10115,0.076499999
91,27,16,11726,0.187600002
23,28,16,2887,0.134299994
84,118,16,10907,0.10090000199999999
21,32,16,2631,0.162200004
99,30,16,12769,0.051800001
26,4,16,3253,0.041499997999999996
3,97,16,356,0.057300000999999996
44,63,16,5652,0.29199999600000004
27,121,16,3500,0.175500005
43,20,16,5479,0.046700001
11,129,16,1428,0.099799998
2,44,16,173,0.119099997
80,123,16,10392,0.10689999900000001
72,27,16,9256,0.273000002
53,116,16,6875,0.291000009
77,128,16,10007,0.0372
92,102,16,11931,0.039900001000000004
82,13,16,10542,0.094999999
80,29,16,10298,0.039999999
86,49,16,11098,0.091700003
14,48,16,1737,0.067500003
13,85,16,1644,0.342900008
75,105,16,9724,0.086499996
47,41,16,6020,0.057999998
15,9,16,1828,0.262699991
53,23,16,6782,0.28099998800000003
46,129,16,5978,0.059700000999999996
83,9,16,10668,0.09629999800000001
37,89,16,4768,0.280000001
12,26,16,1455,0.090700001
8,117,16,1026,0.073700003
6,40,16,689,0.023499999
43,16,16,5475,0.035999998
96,29,16,12378,0.13369999800000001
16,20,16,1969,0.078500003
70,86,16,9055,0.141499996
28,10,16,3519,0.051600002
77,70,16,9949,0.312999994
77,7,16,9886,0.034400001
66,9,16,8458,0.0823
24,126,16,3115,0.181400001
9,68,16,1107,0.09309999599999999
42,61,16,5390,0.291000009
75,15,16,9634,0.07829999900000001
41,39,16,5238,0.073100001
51,115,16,6614,0.296000004
93,115,16,12074,0.305000007
62,107,16,8036,0.0603
23,44,16,2903,0.0262
15,34,16,1853,0.06319999700000001
70,90,16,9059,0.28099998800000003
27,63,16,3442,0.10899999699999999
70,68,16,9037,0.308999985
85,54,16,10973,0.298000008
41,65,16,5264,0.308999985
93,62,16,12021,0.066299997
27,127,16,3506,0.181199998
94,52,16,12141,0.1039
20,46,16,2515,0.0231
78,73,16,10082,0.078400001
92,29,16,11858,0.205599993
84,123,16,10912,0.106299996
10,29,16,1198,0.111199997
31,18,16,3917,0.044000000000000004
60,87,16,7756,0.0359
47,73,16,6052,0.0295
53,6,16,6765,0.032000002
66,99,16,8548,0.042800002000000004
23,21,16,2880,0.31099999
84,75,16,10864,0.132300004
90,128,16,11697,0.18950000399999997
90,10,16,11579,0.029200001
46,124,16,5973,0.037500001
71,40,16,9139,0.039299997999999996
88,106,16,11415,0.30099999899999996
28,114,16,3623,0.047800000999999995
36,107,16,4656,0.108400002
53,119,16,6878,0.289999992
11,58,16,1357,0.298999995
22,56,16,2785,0.305000007
45,55,16,5774,0.054499999
6,102,16,751,0.163100004
65,12,16,8331,0.054900002
13,63,16,1622,0.046
81,35,16,10434,0.093199998
17,52,16,2131,0.280000001
57,76,16,7355,0.070600003
39,78,16,5017,0.034400001
10,111,16,1280,0.023800001
70,29,16,8998,0.287999988
60,10,16,7679,0.048700001
87,63,16,11242,0.30399999
61,124,16,7923,0.308999985
73,61,16,9420,0.109399997
80,110,16,10379,0.0766
47,99,16,6078,0.31400001
26,62,16,3311,0.08060000099999999
88,112,16,11421,0.13169999400000001
32,113,16,4142,0.026000001000000002
84,130,16,10919,0.09309999599999999
87,118,16,11297,0.06710000299999999
22,14,16,2743,0.261999995
53,90,16,6849,0.27900001399999996
33,106,16,4265,0.07379999799999999
63,94,16,8153,0.305000007
13,21,16,1580,0.062600002
83,81,16,10740,0.067400001
72,120,16,9349,0.032900002000000005
89,79,16,11518,0.298999995
53,59,16,6818,0.057799999000000005
29,2,16,3641,0.054000001
14,34,16,1723,0.10710000199999999
45,66,16,5785,0.282999992
47,75,16,6054,0.072099999
33,88,16,4247,0.291000009
96,16,16,12365,0.132499993
70,95,16,9064,0.101400003
64,72,16,8261,0.301999986
8,66,16,975,0.088799998
3,106,16,365,0.0287
27,66,16,3445,0.1285
38,108,16,4917,0.0405
96,34,16,12383,0.046100002
51,4,16,6503,0.025800001
12,15,16,1444,0.208900005
50,2,16,6371,0.0209
47,1,16,5980,0.029100001
18,49,16,2258,0.032699998
7,47,16,826,0.071000002
31,5,16,3904,0.0623
18,59,16,2268,0.055100000999999996
42,99,16,5428,0.310000002
72,1,16,9230,0.06899999799999999
71,50,16,9149,0.09560000199999999
68,64,16,8773,0.057999998
67,88,16,8667,0.071800001
96,123,16,12472,0.0447
67,45,16,8624,0.086900003
19,4,16,2343,0.0656
39,44,16,4983,0.109999999
27,17,16,3396,0.0232
50,34,16,6403,0.037099997999999995
41,82,16,5281,0.105800003
10,21,16,1190,0.083999999
78,55,16,10064,0.036699999
94,46,16,12135,0.21209999899999998
47,127,16,6106,0.034499998999999996
31,82,16,3981,0.294
48,47,16,6156,0.07819999799999999
73,71,16,9430,0.298000008
29,108,16,3747,0.037500001
52,15,16,6644,0.035999998
91,61,16,11760,0.10890000300000001
54,123,16,7012,0.075599998
83,57,16,10716,0.326000005
43,113,16,5572,0.034200002
3,119,16,378,0.0374
100,26,16,12895,0.09260000300000001
39,24,16,4963,0.30099999899999996
59,33,16,7572,0.0295
76,93,16,9842,0.289000005
78,120,16,10129,0.097099997
17,115,16,2194,0.051100001
96,45,16,12394,0.107000001
71,75,16,9174,0.0557
11,82,16,1381,0.319000006
9,85,16,1124,0.314999998
91,96,16,11795,0.074000001
34,99,16,4388,0.069399998
92,67,16,11896,0.300000012
24,121,16,3110,0.1285
84,36,16,10825,0.043499999000000004
52,114,16,6743,0.307000011
74,16,16,9505,0.08209999700000001
39,35,16,4974,0.090899996
44,127,16,5716,0.068499997
28,62,16,3571,0.12380000199999999
29,74,16,3713,0.035500001
49,99,16,6338,0.293000013
56,116,16,7265,0.289999992
96,100,16,12449,0.036899998999999996
78,101,16,10110,0.084799998
55,102,16,7121,0.282000005
7,30,16,809,0.053399999000000004
28,129,16,3638,0.09799999699999999
100,109,16,12978,0.31400001
6,28,16,677,0.0491
78,23,16,10032,0.0713
60,36,16,7705,0.0836
89,107,16,11546,0.294
9,71,16,1110,0.31400001
95,77,16,12296,0.310000002
42,47,16,5376,0.047499999
94,58,16,12147,0.032200001
31,17,16,3916,0.030200001
49,58,16,6297,0.067500003
34,30,16,4319,0.300000012
97,53,16,12532,0.0206
31,118,16,4017,0.036899998999999996
64,107,16,8296,0.0744
31,43,16,3942,0.020300001
11,42,16,1341,0.087399997
27,13,16,3392,0.069700003
44,80,16,5669,0.067699999
43,125,16,5584,0.119099997
89,88,16,11527,0.287
66,1,16,8450,0.057500000999999995
46,101,16,5950,0.307999998
90,92,16,11661,0.170599997
63,3,16,8062,0.11770000300000001
68,83,16,8792,0.0526
48,9,16,6118,0.079899997
52,26,16,6655,0.289000005
23,12,16,2871,0.046500001
35,85,16,4504,0.30099999899999996
57,35,16,7314,0.098899998
36,45,16,4594,0.0305
38,75,16,4884,0.07620000099999999
47,68,16,6047,0.280000001
33,17,16,4176,0.046399999000000004
64,31,16,8220,0.043499999000000004
31,56,16,3955,0.284000009
70,103,16,9072,0.0568
27,33,16,3412,0.070699997
65,89,16,8408,0.319999993
78,83,16,10092,0.06710000299999999
53,41,16,6800,0.101199999
22,84,16,2813,0.328000009
80,5,16,10274,0.119199999
59,105,16,7644,0.08500000099999999
99,2,16,12741,0.0196
15,8,16,1827,0.268000007
2,53,16,182,0.0515
6,5,16,654,0.050000000999999995
45,44,16,5763,0.0612
89,104,16,11543,0.289000005
37,16,16,4695,0.028100001
3,41,16,300,0.060400002
29,10,16,3649,0.029200001
99,102,16,12841,0.034000002
3,57,16,316,0.294999987
26,49,16,3298,0.298000008
50,64,16,6433,0.289999992
82,68,16,10597,0.326999992
54,53,16,6942,0.107699998
8,25,16,934,0.067699999
9,89,16,1128,0.13140000400000001
75,114,16,9733,0.036800001
83,126,16,10785,0.165999994
4,72,16,461,0.328000009
47,70,16,6049,0.26899999399999996
89,105,16,11544,0.296000004
86,122,16,11171,0.081100002
93,12,16,11971,0.045000002000000004
32,63,16,4092,0.20960000199999998
99,39,16,12778,0.0103
57,52,16,7331,0.039700001
44,117,16,5706,0.084299996
43,62,16,5521,0.287
49,1,16,6240,0.032299998999999996
89,44,16,11483,0.220400006
40,61,16,5130,0.282999992
60,4,16,7673,0.041700002
42,64,16,5393,0.287999988
77,11,16,9890,0.048599999000000005
90,95,16,11664,0.134399995
64,15,16,8204,0.0427
93,18,16,11977,0.078100003
34,113,16,4402,0.058499999000000004
76,94,16,9843,0.296000004
81,41,16,10440,0.30399999
