X,Y,Z,Index,Val,Accuracy
39,90,16,5029,0.300000012,0.3261662961939843
35,42,16,4461,0.070799999,0.4481701278396406
92,58,16,11887,0.043699998,0.5155714482703806
91,13,16,11712,0.041499997999999996,0.5067548839381292
80,32,16,10301,0.053100000999999994,0.42757940215947576
33,106,16,4265,0.07379999799999999,0.4888713641765844
74,18,16,9507,0.12489999800000001,0.33227903396680913
16,71,16,2020,0.048300002,0.38123413905669024
62,18,16,7947,0.033399999,0.32053516119400005
86,42,16,11091,0.057799999000000005,0.28504774629883317
32,2,16,4031,0.046999998,0.536282053591066
42,51,16,5380,0.0495,0.40787056345530237
61,113,16,7912,0.157499999,0.33369393658304414
18,92,16,2301,0.045200001,0.26341777656804183
48,26,16,6135,0.301999986,0.4242124143054864
96,116,16,12465,0.066,0.5454547042228616
74,54,16,9543,0.050500002,0.4697241716013706
83,38,16,10697,0.056200001,0.36910526795025766
71,123,16,9222,0.0295,0.30317438126883794
82,11,16,10540,0.133200005,0.32482566494680687
32,127,16,4156,0.132300004,0.5230160146359557
60,36,16,7705,0.0836,0.2548676753563453
50,52,16,6421,0.046399999000000004,0.29895606386243084
67,119,16,8698,0.046500001,0.2887408908305216
96,4,16,12353,0.0208,0.25648719898979894
77,111,16,9990,0.032699998,0.34860422315930356
30,94,16,3863,0.083700001,0.5358918714653158
14,85,16,1774,0.323000014,0.4780181695230289
62,80,16,8009,0.0339,0.5265010731805257
50,99,16,6468,0.275999993,0.2773667036731111
28,7,16,3516,0.0262,0.5222954114432994
47,7,16,5986,0.046399999000000004,0.41165838414672895
41,30,16,5229,0.0898,0.3285615537633958
66,39,16,8488,0.077100001,0.4366283055709065
51,69,16,6568,0.256999999,0.2856174720806315
96,69,16,12418,0.09669999800000001,0.3912678130357854
82,86,16,10615,0.041900001,0.4096796638971846
13,83,16,1642,0.335999995,0.32566158400461315
85,50,16,10969,0.122900002,0.39312289387562893
52,28,16,6657,0.04630000099999999,0.46712782329448616
69,128,16,8967,0.0469,0.4745281324141398
5,13,16,532,0.083800003,0.46077172228311936
66,20,16,8469,0.261000007,0.2788742540956144
57,126,16,7405,0.312999994,0.3931546693502009
39,61,16,5000,0.291000009,0.37636859825804725
85,73,16,10992,0.289999992,0.5038468623794669
59,106,16,7645,0.08389999699999999,0.43854505863730453
12,75,16,1504,0.312900007,0.4774685702242457
24,48,16,3037,0.046500001,0.44001216060002224
53,87,16,6846,0.055,0.34323974100800525
13,34,16,1593,0.09210000199999999,0.4351857062323982
72,52,16,9281,0.069799997,0.2744885802417888
24,108,16,3097,0.093000002,0.4411250666088904
99,57,16,12796,0.018999999,0.3392321829651006
86,118,16,11167,0.086499996,0.4824164381667444
40,126,16,5195,0.05519999900000001,0.45136691713121513
98,47,16,12656,0.082000002,0.2997431558666418
68,122,16,8831,0.0429,0.3300808199236539
8,109,16,1018,0.0264,0.5479709445867105
70,65,16,9034,0.331,0.25975663958569645
62,54,16,7983,0.08060000099999999,0.4274436829767555
89,89,16,11528,0.275999993,0.4930847230251907
81,44,16,10443,0.308999985,0.5264207233971874
79,46,16,10185,0.314999998,0.4010466731793819
37,51,16,4730,0.307000011,0.29549376726518173
12,126,16,1555,0.067000002,0.4410211573856766
2,7,16,136,0.191799998,0.2822641647144175
6,2,16,651,0.17000000199999998,0.3632424211695122
77,7,16,9886,0.034400001,0.3493925536312148
45,57,16,5776,0.301999986,0.44350496607018264
32,73,16,4102,0.034899998,0.46579417983892546
25,7,16,3126,0.016899999,0.2944057918652184
66,97,16,8546,0.0469,0.3852955371742166
62,118,16,8047,0.305999994,0.29951424238952334
2,25,16,154,0.018999999,0.32471307943172556
17,104,16,2183,0.09809999900000001,0.2631269525747768
25,11,16,3130,0.057100002000000004,0.4120944515962808
98,83,16,12692,0.31099999,0.3326784404661328
43,16,16,5475,0.035999998,0.4361991377458765
82,72,16,10601,0.294999987,0.48893245761494397
85,71,16,10990,0.298999995,0.29643359833412675
92,117,16,11946,0.045299999,0.4521703415401028
51,28,16,6527,0.053599997999999996,0.2630842016897446
84,118,16,10907,0.10090000199999999,0.35477586432976005
64,76,16,8265,0.048500000999999994,0.2623021953529153
68,67,16,8776,0.31400001,0.2877934247351662
60,81,16,7750,0.037500001,0.5263500933646736
1,128,16,127,0.101499997,0.5426967544057184
37,110,16,4789,0.043699998,0.4075754321474756
26,27,16,3276,0.33799999999999997,0.35124260407994856
89,16,16,11455,0.0229,0.3453369663925827
92,102,16,11931,0.039900001000000004,0.39824277348476445
77,70,16,9949,0.312999994,0.4716639201530678
9,5,16,1044,0.272000015,0.291832546135361
100,58,16,12927,0.018999999,0.47324733739322056
53,116,16,6875,0.291000009,0.4689709244520783
77,52,16,9931,0.076700002,0.504710079880681
38,28,16,4837,0.32400000100000004,0.2891431081834316
2,2,16,131,0.0911,0.49644226877156195
58,111,16,7520,0.294,0.5170738221528919
9,27,16,1066,0.094499998,0.27909381749910656
81,102,16,10501,0.296099991,0.3802163575915607
100,90,16,12959,0.286000013,0.384728613076721
61,130,16,7929,0.321999997,0.37944471931218493
78,32,16,10041,0.054400000999999996,0.5188345041313172
19,94,16,2433,0.04410000099999999,0.3507511527061033
85,32,16,10951,0.083999999,0.3440277601624023
38,117,16,4926,0.0506,0.4122848693498269
90,105,16,11674,0.296999991,0.4879409357841186
50,6,16,6375,0.085299999,0.28876277907637987
19,59,16,2398,0.034000002,0.3733415576983704
18,59,16,2268,0.055100000999999996,0.26222419330197005
81,109,16,10508,0.11129999900000001,0.4682758356758129
79,66,16,10205,0.310000002,0.5333005659250202
19,109,16,2448,0.038899999,0.27636919809573823
41,82,16,5281,0.105800003,0.32149403203218196
8,63,16,972,0.088100001,0.39748084241582526
19,125,16,2464,0.166199997,0.3603383724371599
22,55,16,2784,0.29199999600000004,0.4165109754083924
83,61,16,10720,0.296000004,0.44467209370438987
82,8,16,10537,0.067599997,0.5281952436952844
40,54,16,5123,0.298000008,0.4271388611750443
96,77,16,12426,0.301999986,0.2614226060228663
87,41,16,11220,0.09539999800000001,0.4205266320491432
43,122,16,5581,0.07379999799999999,0.28521925073763793
35,73,16,4492,0.036800001,0.4829575157705138
47,32,16,6011,0.10090000199999999,0.467461686669364
48,103,16,6212,0.293000013,0.25709512626140024
47,58,16,6037,0.291000009,0.4685159530308558
95,15,16,12234,0.071900003,0.30757356108160866
16,112,16,2061,0.037799999,0.27482952666321714
30,90,16,3859,0.31099999,0.2771721325350381
50,5,16,6374,0.0623,0.31431314437798047
40,129,16,5198,0.078100003,0.5280334789301615
64,100,16,8289,0.034600001,0.5371132817534363
70,105,16,9074,0.053599997999999996,0.34859461016712984
73,8,16,9367,0.0473,0.30325873637749945
100,110,16,12979,0.301999986,0.5110081037498555
46,129,16,5978,0.059700000999999996,0.44136210394296505
6,37,16,686,0.030400001,0.44570757112232373
28,67,16,3576,0.084799998,0.4765265416983024
93,74,16,12033,0.305000007,0.39107445886859926
70,27,16,8996,0.275999993,0.3808150866944304
94,22,16,12111,0.068400003,0.46186822767419655
36,107,16,4656,0.108400002,0.3506108605288416
20,104,16,2573,0.134100005,0.5258838928266192
63,106,16,8165,0.048,0.3993449553310109
40,114,16,5183,0.044599999,0.27130883016577223
42,86,16,5415,0.0594,0.45583498914350384
60,87,16,7756,0.0359,0.3741252270292107
77,124,16,10003,0.065099999,0.2937530576233452
47,20,16,5999,0.038600001,0.5313242684110122
41,24,16,5223,0.296000004,0.3830043131915771
65,101,16,8420,0.048599999000000005,0.2757057189586738
85,24,16,10943,0.092500001,0.4995247367840585
75,106,16,9725,0.055599999000000004,0.4112181149196954
75,28,16,9647,0.296000004,0.4729519123144248
50,17,16,6386,0.071900003,0.3949010377138128
58,3,16,7412,0.037500001,0.4833871504257419
40,52,16,5121,0.037099997999999995,0.27292344011258113
95,20,16,12239,0.108199999,0.4387410731728392
20,19,16,2488,0.296000004,0.339874601173506
17,75,16,2154,0.104999997,0.282867628225389
42,33,16,5362,0.127100006,0.4506925809885809
75,32,16,9651,0.30099999899999996,0.3011203437006913
90,117,16,11686,0.071699999,0.4855310925113542
68,94,16,8803,0.277999997,0.4812377376070275
92,11,16,11840,0.0294,0.29910506713886087
13,5,16,1564,0.256999999,0.48046095944707295
56,83,16,7232,0.049400002,0.3769544365515234
57,66,16,7345,0.26699999,0.5220687338322072
1,2,16,1,0.0504,0.4398597270203868
95,41,16,12260,0.05229999900000001,0.42427776227404945
18,22,16,2231,0.09210000199999999,0.3128587967084042
48,90,16,6199,0.298999995,0.3551268727554291
16,14,16,1963,0.270999998,0.28293871002085014
93,9,16,11968,0.0286,0.2597860192757766
54,87,16,6976,0.063600004,0.4172632960992091
39,13,16,4952,0.048900001,0.42714101501975105
35,33,16,4452,0.132799998,0.41359584985093667
99,83,16,12822,0.321999997,0.32222255648197706
32,7,16,4036,0.0515,0.5463824243183016
97,96,16,12575,0.277999997,0.497061548071281
61,13,16,7812,0.0506,0.49842372291873527
25,29,16,3148,0.09539999800000001,0.27788509442387044
41,103,16,5302,0.0634,0.5044061081692922
71,107,16,9206,0.10530000199999999,0.4353683868011372
81,50,16,10449,0.310000002,0.3063170593789808
83,9,16,10668,0.09629999800000001,0.5431905233353185
85,4,16,10923,0.058499999000000004,0.430320334114045
36,45,16,4594,0.0305,0.3603925722292368
46,81,16,5930,0.078400001,0.38376477118900865
63,99,16,8158,0.019300001,0.3120300648787033
46,27,16,5876,0.305999994,0.2674867389451351
19,104,16,2443,0.1184,0.4074209753706937
74,76,16,9565,0.086099997,0.26264362504807826
4,22,16,411,0.048500000999999994,0.5223744480442225
74,41,16,9530,0.335000008,0.4314568164295387
94,80,16,12169,0.310000002,0.4882841735988988
73,87,16,9446,0.066600002,0.5129415850805799
99,92,16,12831,0.275999993,0.4421367039201358
18,21,16,2230,0.066,0.5060252640117675
38,26,16,4835,0.303000003,0.29703679127837485
77,9,16,9888,0.059599999,0.4420961864422138
69,33,16,8872,0.0272,0.5170132849078367
9,88,16,1127,0.296999991,0.44134887768929043
41,129,16,5328,0.062399998,0.5496709683384293
27,90,16,3469,0.298999995,0.3754965784560701
28,92,16,3601,0.316000015,0.5262139352851585
53,90,16,6849,0.27900001399999996,0.3203647178602619
86,109,16,11158,0.056600001,0.36906824908030894
24,82,16,3071,0.32400000100000004,0.3582102291737299
50,11,16,6380,0.039500002,0.38718765667751065
66,85,16,8534,0.058699999,0.5200421509397983
66,104,16,8553,0.021500001,0.49695985558084543
73,42,16,9401,0.0414,0.4464980379537624
27,100,16,3479,0.071400002,0.4672716154909897
95,17,16,12236,0.1241,0.5215376614950207
27,4,16,3383,0.0348,0.4665075135841703
75,122,16,9741,0.0418,0.40188029066883196
2,3,16,132,0.0594,0.46062031177238083
16,80,16,2029,0.317600012,0.3662454447017756
26,57,16,3306,0.163800001,0.48803058126397747
82,68,16,10597,0.326999992,0.2999592575483979
33,95,16,4254,0.291000009,0.3433333068206881
21,41,16,2640,0.061900000999999996,0.3022131809597366
63,126,16,8185,0.307999998,0.3513348098476722
100,93,16,12962,0.28099998800000003,0.3965910798100787
73,6,16,9365,0.056600001,0.4898992196794617
99,47,16,12786,0.06199999900000001,0.5352264233611627
42,6,16,5335,0.0425,0.4175041076233853
51,59,16,6558,0.08389999699999999,0.40434875255993363
81,19,16,10418,0.07,0.36965015215919156
3,8,16,267,0.209999993,0.5445690650615345
36,20,16,4569,0.080799997,0.4352657956410817
27,5,16,3384,0.0361,0.37891337474889064
48,49,16,6158,0.072700001,0.3516753123195363
88,29,16,11338,0.103799999,0.5266341067936233
17,107,16,2186,0.074000001,0.36450163953774595
9,99,16,1138,0.0722,0.2693389900290638
24,58,16,3047,0.076399997,0.3491168887951437
21,59,16,2658,0.046,0.3056100681983258
90,98,16,11667,0.083800003,0.3479675361473926
20,46,16,2515,0.0231,0.43928130843586
79,16,16,10155,0.172399998,0.48352576519156254
26,61,16,3310,0.103500001,0.4925509952109992
77,115,16,9994,0.104099996,0.52123163810007
67,122,16,8701,0.064999998,0.5252553636972039
55,114,16,7133,0.296900004,0.2568169930498717
4,58,16,447,0.291000009,0.3010530153695219
14,72,16,1761,0.070699997,0.4062797838864024
4,66,16,455,0.0779,0.4928208856168823
10,100,16,1269,0.062899999,0.3238321689368911
89,84,16,11523,0.28099998800000003,0.4329341787711737
36,67,16,4616,0.09350000300000001,0.5479929416060372
97,109,16,12588,0.071000002,0.3565776815325818
9,54,16,1093,0.305000007,0.2758244861843858
12,41,16,1470,0.082000002,0.49923453382378946
27,27,16,3406,0.32100001,0.5382500944735041
31,61,16,3960,0.13770000599999999,0.2557954945405063
7,25,16,804,0.086099997,0.4994070740044023
37,113,16,4792,0.035599999,0.43470771404579744
87,93,16,11272,0.115999997,0.48758610332708235
59,102,16,7641,0.10710000199999999,0.5450774067081269
100,30,16,12899,0.024800001000000002,0.46812828260990336
39,120,16,5059,0.049800000999999997,0.3798650438883964
64,18,16,8207,0.0394,0.25799505207420353
37,92,16,4771,0.296000004,0.2917997624087555
50,115,16,6484,0.177300006,0.43164279003629313
54,65,16,6954,0.275000006,0.5466536174719332
53,92,16,6851,0.280000001,0.4540193888303754
81,96,16,10495,0.305000007,0.5280213136080574
49,125,16,6364,0.066299997,0.2855887839206708
83,21,16,10680,0.1043,0.3578477631535576
91,83,16,11782,0.30399999,0.5354524861273784
75,75,16,9694,0.0429,0.44642457409283715
40,107,16,5176,0.047499999,0.33144394554436074
54,88,16,6977,0.277999997,0.5494243152812293
25,51,16,3170,0.289999992,0.4743449171620081
30,75,16,3844,0.022600001,0.45441751612722836
34,118,16,4407,0.058800001,0.368885653425805
57,119,16,7398,0.289999992,0.3497331527788148
81,116,16,10515,0.134299994,0.47302439924617845
7,45,16,824,0.0647,0.42465804096755233
21,87,16,2686,0.301999986,0.39159236638970885
89,128,16,11567,0.150399998,0.4752742044060707
31,48,16,3947,0.280000001,0.40644484851430845
96,96,16,12445,0.272000015,0.5285262520644289
49,105,16,6344,0.277999997,0.42696316997873274
21,57,16,2656,0.287999988,0.39513016771595083
47,98,16,6077,0.303000003,0.5427568310233423
67,93,16,8672,0.296999991,0.5460015145953822
18,101,16,2310,0.09809999900000001,0.4283341724695525
90,32,16,11601,0.14000000099999999,0.29600733354400055
37,3,16,4682,0.05519999900000001,0.45255041676618335
60,68,16,7737,0.29199999600000004,0.3769446651952568
9,35,16,1074,0.0381,0.5196164679120556
63,55,16,8114,0.0572,0.52401048256979
95,93,16,12312,0.26300001100000003,0.4243723349185131
54,20,16,6909,0.296999991,0.4121141615255027
78,29,16,10038,0.041299999,0.523674216823075
32,43,16,4072,0.025,0.28302991506281405
39,18,16,4957,0.059099998,0.3101300574581529
94,73,16,12162,0.305999994,0.5268912216673677
37,38,16,4717,0.196899995,0.4814620978190749
60,34,16,7703,0.033199999,0.4450183348364467
56,8,16,7157,0.0528,0.2879929863341617
65,100,16,8419,0.057799999000000005,0.3120622251869553
95,44,16,12263,0.058899999,0.49033492500886733
3,67,16,326,0.319000006,0.47079820482559265
9,112,16,1151,0.0285,0.4433695508989467
21,97,16,2696,0.083400004,0.4137535764160559
1,32,16,31,0.037300002,0.3152657802333101
73,58,16,9417,0.038199998,0.36638778353807094
28,5,16,3514,0.0447,0.4411514822310244
70,86,16,9055,0.141499996,0.3889011353891062
92,118,16,11947,0.08640000199999999,0.413997421426207
50,9,16,6378,0.0458,0.46451318611762304
91,21,16,11720,0.0286,0.355213848161101
95,115,16,12334,0.291000009,0.3646932351745182
45,35,16,5754,0.0427,0.34531036570817053
95,113,16,12332,0.310000002,0.3921480485362308
66,69,16,8518,0.29910001199999997,0.4496200909833026
95,13,16,12232,0.086499996,0.4881429820082369
86,54,16,11103,0.298999995,0.3274529669404846
58,4,16,7413,0.068499997,0.5357136846537655
12,115,16,1544,0.029999999,0.2641605059536352
45,93,16,5812,0.317600012,0.42754157562098705
82,21,16,10550,0.056699999,0.43167763772140166
85,125,16,11044,0.10989999800000001,0.27492771007928685
51,22,16,6521,0.296000004,0.45972440896725697
76,101,16,9850,0.066699997,0.42508548386990075
19,97,16,2436,0.096100003,0.2718488655029132
20,41,16,2510,0.056400001,0.46123398010656924
81,103,16,10502,0.069899999,0.31774360527751067
42,26,16,5355,0.317000002,0.5169639895176438
67,60,16,8639,0.08389999699999999,0.41239388158094104
2,35,16,164,0.046700001,0.36658651924016455
88,47,16,11356,0.08659999800000001,0.41287593888627006
78,112,16,10121,0.062199999000000006,0.5233155020757592
26,96,16,3345,0.076399997,0.5448384789820497
97,111,16,12590,0.326999992,0.5177227617828624
71,77,16,9176,0.10159999900000001,0.3002433844656358
62,71,16,8000,0.300000012,0.29655011208504156
47,66,16,6045,0.287,0.4791456920743329
100,80,16,12949,0.308999985,0.33937223603899425
83,41,16,10700,0.0275,0.28103070698329713
97,7,16,12486,0.05519999900000001,0.3812880974424183
32,29,16,4058,0.307999998,0.39966942550670853
99,29,16,12768,0.080899999,0.45825187784643073
94,71,16,12160,0.326999992,0.467869002447109
73,99,16,9458,0.116400003,0.47984020146099693
35,74,16,4493,0.047200002000000005,0.5486267850011297
9,107,16,1146,0.024800001000000002,0.5332237476722097
6,119,16,768,0.041900001,0.3382534933822277
78,96,16,10105,0.28499999600000003,0.37961078280761684
37,125,16,4804,0.072700001,0.5457937108688411
81,39,16,10438,0.0294,0.5476974098970513
36,74,16,4623,0.038199998,0.3351787069779999
82,87,16,10616,0.036400001,0.31478746117040257
71,35,16,9134,0.307000011,0.4099955636154077
87,72,16,11251,0.27900001399999996,0.30692419675955374
56,121,16,7270,0.312000006,0.4937808380733236
31,32,16,3931,0.12380000199999999,0.2829269932681639
91,4,16,11703,0.021,0.4834322602761875
58,65,16,7474,0.275999993,0.42371467291673665
65,61,16,8380,0.0407,0.3044337100788924
82,50,16,10579,0.312999994,0.33726265796843286
96,84,16,12433,0.298000008,0.4446957953478266
86,106,16,11155,0.30099999899999996,0.45972139334206596
93,21,16,11980,0.07,0.28552998613129016
23,55,16,2914,0.294,0.3697897773050459
15,65,16,1884,0.0506,0.5272761449365261
82,54,16,10583,0.307000011,0.3675061711514503
14,7,16,1696,0.224000007,0.5452403704915052
85,76,16,10995,0.082599998,0.48638359976810264
85,35,16,10954,0.0678,0.504971624122321
37,102,16,4781,0.11360000099999999,0.3670689865980907
32,57,16,4086,0.280000001,0.3617533807462303
22,2,16,2731,0.0744,0.45897297055303016
46,25,16,5874,0.305000007,0.38453469858708145
42,61,16,5390,0.291000009,0.5200002611642388
40,29,16,5098,0.316000015,0.4156299687826169
30,36,16,3805,0.08470000300000001,0.3801793028013963
57,120,16,7399,0.312999994,0.4427101225444741
30,82,16,3851,0.266000003,0.2733099621340214
46,84,16,5933,0.10189999599999999,0.3748893960770725
41,39,16,5238,0.073100001,0.4072396395419837
52,38,16,6667,0.059799999000000006,0.3123204114303578
34,1,16,4290,0.071400002,0.45768133708490405
58,119,16,7528,0.291000009,0.3026405914094967
58,102,16,7511,0.063000001,0.38944680961712697
76,76,16,9825,0.051100001,0.5140533015577828
92,87,16,11916,0.273000002,0.5186095974488034
47,127,16,6106,0.034499998999999996,0.3824790830636464
38,7,16,4816,0.033599999,0.31066716286563345
9,34,16,1073,0.032600001,0.39006293783054696
76,2,16,9751,0.040100001,0.4907815007209525
17,27,16,2106,0.096799999,0.5499273860218338
31,4,16,3903,0.057999998,0.44933263532786216
52,100,16,6729,0.293000013,0.34614085705008274
52,108,16,6737,0.277999997,0.42721522403352735
69,30,16,8869,0.28499999600000003,0.46346048326568645
79,113,16,10252,0.065499999,0.2798649938541745
74,55,16,9544,0.0297,0.3586834013077167
54,71,16,6960,0.18819999699999998,0.3573431392457793
58,125,16,7534,0.312999994,0.5339488038303075
21,62,16,2661,0.0616,0.3619402888658929
72,39,16,9268,0.32100001,0.40817063878518817
60,37,16,7706,0.142299995,0.3192459120015654
71,1,16,9100,0.060899999,0.46903957786535366
49,99,16,6338,0.293000013,0.25977733526695446
44,96,16,5685,0.317000002,0.5115393424839384
24,74,16,3063,0.037900001,0.4437631831539829
81,104,16,10503,0.1065,0.4376915939211218
43,125,16,5584,0.119099997,0.3696067809872586
32,14,16,4043,0.0438,0.43358931630882014
24,101,16,3090,0.112000003,0.44734392040765003
85,9,16,10928,0.078000002,0.2687586670773005
54,129,16,7018,0.08990000199999999,0.43129740948222306
35,112,16,4531,0.066299997,0.44088360043115077
35,84,16,4503,0.307000011,0.3684288264157721
24,124,16,3113,0.12210000300000001,0.515554153928621
24,8,16,2997,0.023700001000000002,0.545607795313632
60,71,16,7740,0.26899999399999996,0.4256559289689973
1,71,16,70,0.321999997,0.5424056345190491
66,109,16,8558,0.0429,0.46000612541419234
29,25,16,3664,0.31400001,0.2811882505605856
93,113,16,12072,0.301999986,0.2801049790506247
98,90,16,12699,0.291000009,0.2877096923747561
99,114,16,12853,0.292699993,0.32860283283676556
47,88,16,6067,0.100100003,0.4594865817181213
28,108,16,3617,0.050999999000000004,0.29526335836611917
94,39,16,12128,0.048999999,0.40896299419232196
17,111,16,2190,0.0447,0.31720439077600626
82,122,16,10651,0.119999997,0.5064363131678111
60,80,16,7749,0.033100002,0.42840956563683075
22,60,16,2789,0.048300002,0.29190276889878514
72,96,16,9325,0.289999992,0.38729198901059164
2,52,16,181,0.059799999000000006,0.3350082993771998
37,94,16,4773,0.282999992,0.357246093302928
59,104,16,7643,0.073200002,0.3231814807342693
52,123,16,6752,0.10230000300000001,0.4706596749707571
5,109,16,628,0.029100001,0.3249064414086861
79,39,16,10178,0.305000007,0.28256417241993154
7,88,16,867,0.305000007,0.2713244359869535
91,87,16,11786,0.29199999600000004,0.5446531545194122
70,93,16,9062,0.296000004,0.27622273121828256
44,127,16,5716,0.068499997,0.4109233522451303
86,75,16,11124,0.296000004,0.27783872779972235
59,39,16,7578,0.031599998,0.4014124209878712
1,82,16,81,0.310000002,0.5256710467984669
78,119,16,10128,0.10300000000000001,0.3974172321793015
71,85,16,9184,0.064900003,0.417127132648596
51,51,16,6550,0.10159999900000001,0.3357506226537517
24,4,16,2993,0.058699999,0.5449590050432853
92,45,16,11874,0.105999999,0.3810324036736461
89,109,16,11548,0.310000002,0.34760366641657947
97,60,16,12539,0.0298,0.32536907914059415
78,31,16,10040,0.057300000999999996,0.2897661921703534
54,83,16,6972,0.0458,0.5423049951527056
11,118,16,1417,0.043000000999999996,0.3416727641195904
81,100,16,10499,0.300000012,0.546787510679824
10,112,16,1281,0.029999999,0.2526350007372594
44,27,16,5616,0.328000009,0.3076579489073209
19,3,16,2342,0.088100001,0.48042070860132347
2,89,16,218,0.168300003,0.5018040119687415
84,52,16,10841,0.30399999,0.4247092075835998
2,90,16,219,0.0469,0.32915130771483203
42,97,16,5426,0.31099999,0.36455226754570325
22,125,16,2854,0.19110000100000002,0.5011901855751806
62,100,16,8029,0.040600002,0.4632735373114524
82,99,16,10628,0.300000012,0.4189760519298282
3,59,16,318,0.296000004,0.3890558692149637
78,116,16,10125,0.090400003,0.44662116990550593
23,36,16,2895,0.056499999,0.5176767396575611
94,94,16,12183,0.270999998,0.2931735005741405
54,102,16,6991,0.298000008,0.3635433957082782
36,129,16,4678,0.037000000000000005,0.25726232700682566
32,108,16,4137,0.050799999000000005,0.30864971009130954
83,118,16,10777,0.098499998,0.4396001263653503
6,43,16,692,0.048599999000000005,0.3869040144776851
