X,Y,Z,Index,Val
46,126,4,5975,0.097000003
80,86,4,10355,0.114799999
72,36,4,9265,0.162900001
79,56,4,10195,0.19799999899999998
11,20,4,1319,0.143099993
7,38,4,817,0.282999992
35,49,4,4468,0.09440000400000001
16,33,4,1982,0.296999991
90,44,4,11613,0.280000001
6,72,4,721,0.282999992
50,11,4,6380,0.097000003
29,28,4,3667,0.077500001
71,74,4,9173,0.1149
21,28,4,2627,0.038199998
70,38,4,9007,0.059900000999999994
95,64,4,12283,0.305999994
37,81,4,4760,0.294
96,85,4,12434,0.0491
87,50,4,11229,0.17100000399999998
25,57,4,3176,0.0722
23,47,4,2906,0.11659999900000001
57,125,4,7404,0.043200000999999995
88,128,4,11437,0.130600005
43,46,4,5505,0.307999998
46,113,4,5962,0.1822
50,73,4,6442,0.071900003
76,6,4,9755,0.09239999900000001
58,28,4,7437,0.291000009
28,110,4,3619,0.072300002
21,42,4,2641,0.0198
90,64,4,11633,0.1461
91,64,4,11763,0.17100000399999998
68,18,4,8727,0.093800001
43,11,4,5470,0.27900001399999996
34,113,4,4402,0.0229
19,66,4,2405,0.11729999599999999
20,124,4,2593,0.067199998
12,106,4,1535,0.300000012
88,66,4,11375,0.11770000300000001
18,9,4,2218,0.048500000999999994
45,85,4,5804,0.284000009
84,56,4,10845,0.268000007
26,43,4,3292,0.086099997
100,85,4,12954,0.037000000000000005
62,69,4,7998,0.180800006
85,4,4,10923,0.307000011
58,64,4,7473,0.0392
92,36,4,11865,0.159299999
4,125,4,514,0.32400000100000004
23,125,4,2984,0.09759999800000001
72,22,4,9251,0.031199999
75,114,4,9733,0.27700001
17,57,4,2136,0.17100000399999998
26,99,4,3348,0.1153
90,16,4,11585,0.326000005
81,115,4,10514,0.073399998
57,99,4,7378,0.286000013
80,30,4,10299,0.039299997999999996
35,62,4,4481,0.286000013
24,2,4,2991,0.273999989
60,67,4,7736,0.053599997999999996
21,68,4,2667,0.07289999700000001
8,53,4,962,0.289999992
7,67,4,846,0.279300004
22,114,4,2843,0.160699993
92,44,4,11873,0.256000012
76,113,4,9862,0.282000005
82,8,4,10537,0.30099999899999996
52,60,4,6689,0.092500001
73,63,4,9422,0.088799998
81,106,4,10505,0.07980000200000001
79,109,4,10248,0.061500002000000005
3,47,4,306,0.15940000099999999
2,5,4,134,0.054900002
37,49,4,4728,0.30099999899999996
43,128,4,5587,0.039999999
19,98,4,2437,0.120800003
10,38,4,1207,0.30399999
56,6,4,7155,0.127900004
98,76,4,12685,0.0273
60,118,4,7787,0.070600003
7,105,4,884,0.322899997
76,39,4,9788,0.18199999600000002
91,128,4,11827,0.070699997
45,118,4,5837,0.09279999900000001
51,115,4,6614,0.126499996
6,90,4,739,0.300000012
59,32,4,7571,0.064000003
59,45,4,7584,0.082900003
75,66,4,9685,0.138400003
33,15,4,4174,0.166800007
1,23,4,22,0.105999999
59,121,4,7660,0.12839999800000002
1,3,4,2,0.039999999
76,32,4,9781,0.28499999600000003
16,83,4,2032,0.062399998
57,123,4,7402,0.067299999
28,26,4,3535,0.0451
55,120,4,7139,0.133300006
84,58,4,10847,0.19699999699999998
14,19,4,1708,0.294
57,53,4,7332,0.072700001
13,115,4,1674,0.300000012
8,123,4,1032,0.314999998
72,68,4,9297,0.099699996
75,107,4,9726,0.275999993
27,54,4,3433,0.186299995
57,75,4,7354,0.058899999
55,62,4,7081,0.0601
82,76,4,10605,0.093000002
44,58,4,5647,0.296000004
76,107,4,9856,0.282000005
66,23,4,8472,0.059300002000000004
22,128,4,2857,0.132300004
72,82,4,9311,0.23759999899999998
53,8,4,6767,0.145400003
64,24,4,8213,0.0286
17,49,4,2128,0.100400001
90,116,4,11685,0.09269999699999999
77,46,4,9925,0.202999994
5,124,4,643,0.324999988
73,11,4,9370,0.08659999800000001
92,101,4,11930,0.043299999000000006
43,21,4,5480,0.289999992
23,7,4,2866,0.113700002
83,66,4,10725,0.287
91,58,4,11757,0.29199999600000004
62,98,4,8027,0.289999992
98,30,4,12639,0.289999992
69,46,4,8885,0.191200003
1,51,4,50,0.070600003
55,124,4,7143,0.024599998999999997
38,38,4,4847,0.333400011
71,37,4,9136,0.048099998
14,39,4,1728,0.305000007
78,128,4,10137,0.10980000300000001
43,82,4,5541,0.275000006
79,112,4,10251,0.0656
93,128,4,12087,0.08500000099999999
10,61,4,1230,0.287
49,27,4,6266,0.045299999
82,84,4,10613,0.115999997
37,101,4,4780,0.061000001
70,109,4,9078,0.272000015
72,89,4,9318,0.120200001
39,8,4,4947,0.268000007
54,65,4,6954,0.068800002
20,15,4,2484,0.291000009
9,97,4,1136,0.291000009
100,95,4,12964,0.0418
93,112,4,12071,0.282999992
93,65,4,12024,0.298000008
35,16,4,4435,0.13420000699999998
63,1,4,8060,0.033
14,49,4,1738,0.28099998800000003
85,34,4,10953,0.16779999399999998
84,27,4,10816,0.098499998
79,118,4,10257,0.061700001
32,36,4,4065,0.0526
35,124,4,4543,0.12169999599999999
42,8,4,5337,0.09000000400000001
62,86,4,8015,0.052700002
1,22,4,21,0.16779999399999998
25,78,4,3197,0.16910000100000003
78,20,4,10029,0.0601
60,11,4,7680,0.068899997
24,9,4,2998,0.29550001
6,67,4,716,0.16650000199999998
1,86,4,85,0.298000008
27,39,4,3418,0.28499999600000003
41,84,4,5283,0.296000004
1,93,4,92,0.066799998
69,116,4,8955,0.198899999
42,3,4,5332,0.064499997
48,114,4,6223,0.200800002
83,15,4,10674,0.066200003
45,56,4,5775,0.301999986
71,61,4,9160,0.210299999
38,92,4,4901,0.307000011
18,17,4,2226,0.275000006
33,27,4,4186,0.09350000300000001
2,39,4,168,0.156499997
44,72,4,5661,0.112899996
52,114,4,6743,0.071999997
32,18,4,4047,0.103500001
92,124,4,11953,0.0462
71,69,4,9168,0.106299996
38,119,4,4928,0.107000001
95,4,4,12223,0.0999
47,87,4,6066,0.291000009
73,129,4,9488,0.060600000999999994
96,122,4,12471,0.27700001
24,21,4,3010,0.032600001
56,26,4,7175,0.30099999899999996
74,20,4,9509,0.044399999
60,61,4,7730,0.091499999
21,83,4,2682,0.09000000400000001
85,83,4,11002,0.24699999399999997
13,50,4,1609,0.186299995
53,104,4,6863,0.037099997999999995
15,93,4,1912,0.048
2,65,4,194,0.130899996
26,70,4,3319,0.26699999
20,114,4,2583,0.225500003
14,104,4,1793,0.048900001
36,112,4,4661,0.081699997
78,48,4,10057,0.262699991
88,124,4,11433,0.150700003
52,25,4,6654,0.324400008
63,128,4,8187,0.303000003
100,75,4,12944,0.0583
60,4,4,7673,0.082900003
23,33,4,2892,0.021500001
65,71,4,8390,0.095899999
39,47,4,4986,0.300000012
50,98,4,6467,0.307999998
75,12,4,9631,0.128700003
64,27,4,8216,0.289000005
2,92,4,221,0.294
20,50,4,2519,0.084799998
82,117,4,10646,0.061000001
34,56,4,4345,0.2245
20,84,4,2553,0.183400005
97,81,4,12560,0.286000013
1,74,4,73,0.30399999
77,124,4,10003,0.10689999900000001
63,110,4,8169,0.0504
69,117,4,8956,0.286000013
19,71,4,2410,0.050999999000000004
86,74,4,11123,0.282000005
54,20,4,6909,0.043200000999999995
68,123,4,8832,0.248999998
13,108,4,1667,0.317000002
60,125,4,7794,0.044500001
54,124,4,7013,0.029100001
16,94,4,2043,0.044500001
88,126,4,11435,0.163299993
75,68,4,9687,0.1083
25,127,4,3246,0.052200000999999996
95,24,4,12243,0.286000013
21,129,4,2728,0.19859999399999997
2,89,4,218,0.298000008
63,49,4,8108,0.0898
79,86,4,10225,0.169400007
6,79,4,728,0.037799999
94,30,4,12119,0.28499999600000003
61,32,4,7831,0.067599997
6,43,4,692,0.294
73,13,4,9372,0.074199997
36,24,4,4573,0.067599997
38,43,4,4852,0.32400000100000004
7,19,4,798,0.284000009
19,49,4,2388,0.130600005
52,103,4,6732,0.081699997
7,12,4,791,0.280000001
87,42,4,11221,0.26300001100000003
33,92,4,4251,0.047400001
12,73,4,1502,0.0713
65,47,4,8366,0.122900002
1,94,4,93,0.070799999
13,119,4,1678,0.070799999
17,87,4,2166,0.042100001
64,77,4,8266,0.0462
70,61,4,9030,0.222800002
93,33,4,11992,0.298999995
76,68,4,9817,0.114799999
49,96,4,6335,0.310000002
99,34,4,12773,0.28499999600000003
77,82,4,9961,0.11680000300000001
5,109,4,628,0.132400006
43,31,4,5490,0.319000006
100,98,4,12967,0.048700001
8,83,4,992,0.034899998
19,16,4,2355,0.287
8,107,4,1016,0.305999994
57,129,4,7408,0.042100001
23,42,4,2901,0.289999992
12,89,4,1518,0.036899998999999996
66,64,4,8513,0.19349999699999998
89,42,4,11481,0.26300001100000003
49,23,4,6262,0.34700000299999995
39,39,4,4978,0.335000008
16,64,4,2013,0.05090000099999999
100,59,4,12928,0.042300001
15,104,4,1923,0.063699998
55,61,4,7080,0.061099999
54,5,4,6894,0.103100002
38,36,4,4845,0.338999987
35,81,4,4500,0.096199997
98,101,4,12710,0.038600001
46,101,4,5950,0.30099999899999996
15,90,4,1909,0.064400002
71,19,4,9118,0.023800001
56,23,4,7172,0.298999995
87,14,4,11193,0.33300000399999996
4,68,4,457,0.05550000099999999
11,67,4,1366,0.29199999600000004
66,97,4,8546,0.08309999900000001
44,88,4,5677,0.29199999600000004
57,66,4,7345,0.0405
54,1,4,6890,0.276800007
31,125,4,4024,0.081200004
29,99,4,3738,0.109099999
95,20,4,12239,0.072499998
35,54,4,4473,0.242699996
30,88,4,3857,0.28099998800000003
70,44,4,9013,0.09799999699999999
55,53,4,7072,0.036899998999999996
8,97,4,1006,0.300000012
59,3,4,7542,0.069899999
1,21,4,20,0.125499994
84,55,4,10844,0.25900000300000003
68,93,4,8802,0.079999998
87,114,4,11293,0.13189999800000002
71,116,4,9215,0.289999992
3,124,4,383,0.09799999699999999
10,4,4,1173,0.029999999
37,12,4,4691,0.24799999600000003
44,86,4,5675,0.266000003
98,37,4,12646,0.275000006
80,54,4,10323,0.252000004
6,9,4,658,0.263999999
46,30,4,5879,0.041700002
72,32,4,9261,0.26699999
64,5,4,8194,0.045400000999999995
91,69,4,11768,0.08500000099999999
57,18,4,7297,0.077200003
94,105,4,12194,0.180899993
91,47,4,11746,0.282999992
36,129,4,4678,0.163299993
58,3,4,7412,0.066
33,124,4,4283,0.10989999800000001
78,52,4,10061,0.188999996
93,71,4,12030,0.1206
48,97,4,6206,0.307999998
28,113,4,3622,0.064499997
35,9,4,4428,0.256999999
96,127,4,12476,0.110699996
48,88,4,6197,0.31099999
25,122,4,3241,0.0581
86,4,4,11053,0.216499999
7,31,4,810,0.26699999
84,68,4,10857,0.262899995
47,65,4,6044,0.150999993
98,120,4,12729,0.256999999
5,120,4,639,0.13950000699999998
59,109,4,7648,0.0548
77,101,4,9980,0.0294
56,74,4,7223,0.05739999900000001
80,76,4,10345,0.093000002
94,119,4,12208,0.282999992
38,13,4,4822,0.227400005
95,21,4,12240,0.30099999899999996
20,70,4,2539,0.055799997999999996
5,86,4,605,0.0286
86,44,4,11093,0.280000001
52,112,4,6741,0.09440000400000001
59,22,4,7561,0.046700001
46,40,4,5889,0.166800007
7,62,4,841,0.034299999
33,57,4,4216,0.245499998
96,82,4,12431,0.0255
20,120,4,2589,0.08070000299999999
71,119,4,9218,0.280000001
62,121,4,8050,0.053399999000000004
16,30,4,1979,0.038400002
6,102,4,751,0.29199999600000004
51,32,4,6531,0.053399999000000004
65,23,4,8342,0.027000001000000003
89,33,4,11472,0.115699999
59,115,4,7654,0.261999995
42,71,4,5400,0.31099999
68,103,4,8812,0.291000009
59,6,4,7545,0.130400002
31,33,4,3932,0.084399998
22,39,4,2768,0.272000015
20,97,4,2566,0.112999998
49,86,4,6325,0.310600013
80,58,4,10327,0.118799999
62,116,4,8045,0.275000006
98,53,4,12662,0.019099999
10,113,4,1282,0.28499999600000003
14,4,4,1693,0.026900001
80,125,4,10394,0.08309999900000001
12,85,4,1514,0.031500001
20,79,4,2548,0.294999987
69,113,4,8952,0.168300003
7,55,4,834,0.064800002
60,110,4,7779,0.055100000999999996
33,86,4,4245,0.291000009
8,35,4,944,0.282999992
71,94,4,9193,0.078699999
14,61,4,1750,0.30399999
37,68,4,4747,0.30399999
78,116,4,10125,0.105800003
20,2,4,2471,0.044799998
94,93,4,12182,0.017999999
27,79,4,3458,0.128199995
84,52,4,10841,0.164000005
51,130,4,6629,0.019300001
78,98,4,10107,0.280000001
59,55,4,7594,0.157299995
16,113,4,2062,0.172600001
88,114,4,11423,0.1664
38,58,4,4867,0.069399998
81,92,4,10491,0.272000015
68,66,4,8775,0.11060000199999999
92,66,4,11895,0.149399996
38,122,4,4931,0.054499999
60,83,4,7752,0.026699999
10,118,4,1287,0.310000002
30,78,4,3847,0.083999999
49,111,4,6350,0.181400001
43,6,4,5465,0.09749999599999999
60,130,4,7799,0.294999987
34,23,4,4312,0.0506
25,99,4,3218,0.09309999599999999
30,26,4,3795,0.07
30,125,4,3894,0.061500002000000005
35,78,4,4497,0.077100001
42,111,4,5440,0.150999993
73,107,4,9466,0.282999992
73,120,4,9479,0.18919999899999998
28,38,4,3547,0.09399999699999999
70,102,4,9071,0.28099998800000003
48,40,4,6149,0.160699993
54,74,4,6963,0.074000001
11,93,4,1392,0.0317
86,127,4,11176,0.11079999800000001
35,59,4,4478,0.0623
67,10,4,8589,0.0473
70,54,4,9023,0.048099998
27,63,4,3442,0.09229999800000001
29,43,4,3682,0.062399998
85,119,4,11038,0.18709999300000002
96,63,4,12412,0.30399999
34,42,4,4331,0.29199999600000004
65,91,4,8410,0.1017
57,71,4,7350,0.077500001
86,98,4,11147,0.28099998800000003
55,5,4,7024,0.121200003
94,3,4,12092,0.136999995
40,87,4,5156,0.11360000099999999
78,51,4,10060,0.20900000600000002
65,56,4,8375,0.078900002
52,105,4,6734,0.0447
43,42,4,5501,0.319999993
42,37,4,5366,0.324999988
81,89,4,10488,0.268000007
92,21,4,11850,0.312999994
64,9,4,8198,0.0462
73,119,4,9478,0.183599994
6,77,4,726,0.034499998999999996
51,13,4,6512,0.112000003
82,49,4,10578,0.268000007
66,60,4,8509,0.0735
65,48,4,8367,0.11339999699999999
3,43,4,302,0.28499999600000003
68,9,4,8718,0.0396
91,35,4,11734,0.134800002
20,7,4,2476,0.054299999
3,87,4,346,0.300000012
77,125,4,10004,0.10180000199999999
68,113,4,8822,0.044199999000000004
51,80,4,6579,0.28099998800000003
88,73,4,11382,0.275000006
97,13,4,12492,0.064099997
74,97,4,9586,0.10920000099999999
32,78,4,4107,0.103399999
8,54,4,963,0.062899999
4,59,4,448,0.277999997
43,95,4,5554,0.126300007
79,25,4,10164,0.066299997
3,84,4,343,0.043699998
57,82,4,7361,0.0309
77,122,4,10001,0.087800004
9,102,4,1141,0.300000012
64,120,4,8309,0.273999989
59,8,4,7547,0.082599998
55,100,4,7119,0.298000008
63,14,4,8073,0.064099997
92,64,4,11893,0.28099998800000003
38,52,4,4861,0.316000015
45,127,4,5846,0.068099998
53,99,4,6858,0.30390000300000003
7,70,4,849,0.287999988
75,71,4,9690,0.156000003
99,59,4,12798,0.039700001
13,86,4,1645,0.046599999
80,123,4,10392,0.064900003
94,112,4,12201,0.275000006
17,18,4,2097,0.30099999899999996
49,68,4,6307,0.1373
27,93,4,3472,0.189700007
30,59,4,3828,0.154599994
15,19,4,1838,0.291000009
34,6,4,4295,0.28099998800000003
27,85,4,3464,0.27000001100000004
43,22,4,5481,0.300000012
48,100,4,6209,0.111100003
6,94,4,743,0.307000011
42,52,4,5381,0.298000008
39,81,4,5020,0.298999995
7,121,4,900,0.31479999399999997
33,118,4,4277,0.0309
13,110,4,1669,0.30399999
97,61,4,12540,0.296000004
84,84,4,10873,0.270999998
61,59,4,7858,0.103299998
26,96,4,3345,0.131300002
30,9,4,3778,0.069700003
8,110,4,1019,0.298000008
50,22,4,6391,0.335999995
22,69,4,2798,0.065399997
84,117,4,10906,0.099399999
93,42,4,12001,0.264999986
1,112,4,111,0.12139999900000001
84,12,4,10801,0.32100001
16,68,4,2017,0.083800003
16,22,4,1971,0.103399999
5,60,4,579,0.1083
78,67,4,10076,0.115800001
73,59,4,9418,0.075999998
30,28,4,3797,0.057300000999999996
9,24,4,1063,0.261999995
15,78,4,1897,0.068499997
36,12,4,4561,0.12129999699999999
67,124,4,8703,0.268000007
59,64,4,7603,0.0308
80,104,4,10373,0.082900003
27,119,4,3498,0.0836
11,28,4,1327,0.28099998800000003
6,10,4,659,0.268000007
40,119,4,5188,0.071099997
5,5,4,524,0.087099999
16,36,4,1985,0.289999992
28,36,4,3545,0.130899996
47,5,4,5984,0.188999996
14,43,4,1732,0.120200001
55,47,4,7066,0.023499999
57,124,4,7403,0.046999998
52,80,4,6709,0.28099998800000003
94,5,4,12094,0.10069999800000001
61,15,4,7814,0.09520000199999999
64,33,4,8222,0.034899998
23,111,4,2970,0.124499999
56,17,4,7166,0.071800001
96,68,4,12417,0.316000015
98,98,4,12707,0.028000001
63,115,4,8174,0.27700001
76,85,4,9834,0.197600007
34,45,4,4334,0.11450000099999999
90,63,4,11632,0.159299999
52,49,4,6678,0.022500001000000002
48,33,4,6142,0.0383
56,94,4,7243,0.090700001
100,107,4,12976,0.038400002
24,64,4,3053,0.137400001
86,39,4,11088,0.059700000999999996
30,110,4,3879,0.091600001
43,26,4,5485,0.32400000100000004
84,107,4,10896,0.115800001
43,3,4,5462,0.0383
69,10,4,8849,0.034200002
11,127,4,1426,0.117899999
49,69,4,6308,0.07289999700000001
32,12,4,4041,0.10729999800000001
76,69,4,9818,0.1329
7,72,4,851,0.27900001399999996
92,118,4,11947,0.09920000300000001
64,6,4,8195,0.031099999
15,113,4,1932,0.2042
25,102,4,3221,0.093400002
12,103,4,1532,0.31400001
19,111,4,2450,0.12960000300000002
100,26,4,12895,0.296000004
27,33,4,3412,0.024499998999999998
21,101,4,2700,0.08940000099999999
1,57,4,56,0.277999997
16,100,4,2049,0.077500001
41,125,4,5324,0.103100002
37,97,4,4776,0.310000002
88,69,4,11378,0.138500005
75,95,4,9714,0.093000002
33,65,4,4224,0.284000009
80,31,4,10300,0.032299998999999996
71,123,4,9222,0.143999994
98,125,4,12734,0.284000009
100,123,4,12992,0.282999992
49,39,4,6278,0.05840000099999999
5,94,4,613,0.294
65,2,4,8321,0.062600002
36,15,4,4564,0.184699997
65,1,4,8320,0.059300002000000004
31,50,4,3949,0.248699993
82,124,4,10653,0.11819999699999999
73,126,4,9485,0.077399999
85,118,4,11037,0.214000002
86,66,4,11115,0.149900004
64,34,4,8223,0.038600001
63,38,4,8097,0.0462
9,57,4,1096,0.0638
99,127,4,12866,0.287999988
7,122,4,901,0.31400001
61,117,4,7916,0.07630000299999999
41,5,4,5204,0.079300001
81,126,4,10525,0.094499998
87,10,4,11189,0.064800002
79,122,4,10261,0.061099999
10,42,4,1211,0.29199999600000004
9,64,4,1103,0.305999994
61,3,4,7802,0.09260000300000001
22,51,4,2780,0.187199995
37,90,4,4769,0.303000003
8,66,4,975,0.289000005
26,127,4,3376,0.055300000999999994
83,18,4,10677,0.068899997
29,53,4,3692,0.210299999
48,109,4,6218,0.30399999
95,69,4,12288,0.308999985
20,41,4,2510,0.305999994
95,91,4,12310,0.013999999999999999
2,95,4,224,0.0535
28,31,4,3540,0.044399999
16,82,4,2031,0.073600002
57,9,4,7288,0.101499997
29,58,4,3697,0.14599999800000002
86,3,4,11052,0.021600001
55,9,4,7028,0.136800006
36,86,4,4635,0.09000000400000001
78,34,4,10043,0.275999993
69,55,4,8894,0.0473
59,58,4,7597,0.079499997
6,71,4,720,0.282000005
22,24,4,2753,0.043699998
41,97,4,5296,0.307999998
71,67,4,9166,0.111199997
57,106,4,7385,0.0889
37,54,4,4733,0.300000012
59,26,4,7565,0.27700001
38,15,4,4824,0.264999986
93,74,4,12033,0.289999992
87,93,4,11272,0.0484
99,89,4,12828,0.0206
56,114,4,7263,0.093800001
25,37,4,3156,0.09210000199999999
44,31,4,5620,0.307000011
3,111,4,370,0.097000003
28,82,4,3591,0.28499999600000003
72,61,4,9290,0.067599997
81,62,4,10461,0.266600013
7,78,4,857,0.024599998999999997
88,101,4,11410,0.28499999600000003
52,59,4,6688,0.069700003
21,63,4,2662,0.12569999699999998
32,126,4,4155,0.080899999
94,55,4,12144,0.066799998
99,102,4,12841,0.0416
24,15,4,3004,0.09440000400000001
39,43,4,4982,0.307999998
87,99,4,11278,0.296000004
52,83,4,6712,0.076399997
13,123,4,1682,0.136700004
100,44,4,12913,0.092900001
14,92,4,1781,0.037999999
77,100,4,9979,0.133200005
52,127,4,6756,0.033599999
16,76,4,2025,0.04630000099999999
61,60,4,7859,0.059500001
85,87,4,11006,0.268000007
54,22,4,6911,0.187199995
16,13,4,1962,0.11339999699999999
57,44,4,7323,0.0601
1,126,4,125,0.084399998
44,64,4,5653,0.0713
47,117,4,6096,0.156000003
4,60,4,449,0.0858
69,35,4,8874,0.06570000200000001
50,129,4,6498,0.021
46,62,4,5911,0.11159999699999999
2,111,4,240,0.144199997
94,58,4,12147,0.307999998
70,12,4,8981,0.040800001
67,44,4,8623,0.066299997
34,60,4,4349,0.096199997
36,100,4,4649,0.08389999699999999
60,122,4,7791,0.09099999800000001
33,99,4,4258,0.050099999000000006
100,25,4,12894,0.300000012
17,6,4,2085,0.0272
43,117,4,5576,0.102600001
14,9,4,1698,0.049199997999999995
82,55,4,10584,0.254000008
59,14,4,7553,0.118100002
36,73,4,4622,0.289000005
9,19,4,1058,0.289999992
92,100,4,11929,0.036400001
49,51,4,6290,0.298999995
6,48,4,697,0.296000004
69,39,4,8878,0.0491
76,91,4,9840,0.047499999
66,103,4,8552,0.296999991
91,81,4,11780,0.28499999600000003
80,107,4,10376,0.064800002
3,114,4,373,0.1109
32,118,4,4147,0.0266
52,15,4,6644,0.08519999699999999
49,56,4,6295,0.046599999
23,53,4,2912,0.307999998
44,93,4,5682,0.074299999
16,9,4,1958,0.0482
58,98,4,7507,0.29199999600000004
64,44,4,8233,0.079300001
64,8,4,8197,0.036899998999999996
67,4,4,8583,0.080799997
81,18,4,10417,0.068899997
25,107,4,3226,0.048900001
12,117,4,1546,0.32400000100000004
30,114,4,3883,0.023499999
8,92,4,1001,0.086900003
14,44,4,1733,0.127299994
92,70,4,11899,0.0691
78,22,4,10031,0.07020000400000001
28,129,4,3638,0.12259999699999999
55,52,4,7071,0.032200001
5,13,4,532,0.263999999
65,21,4,8340,0.053399999000000004
52,85,4,6714,0.143999994
47,63,4,6042,0.10180000199999999
86,124,4,11173,0.10530000199999999
87,70,4,11249,0.27900001399999996
99,72,4,12811,0.06570000200000001
52,33,4,6662,0.0296
93,66,4,12025,0.291000009
90,120,4,11689,0.101300001
39,70,4,5009,0.289999992
31,92,4,3991,0.0528
22,108,4,2837,0.074699998
77,114,4,9993,0.07150000299999999
13,35,4,1594,0.291000009
59,47,4,7586,0.064000003
85,74,4,10993,0.277999997
57,73,4,7352,0.0451
53,123,4,6882,0.0449
75,88,4,9707,0.041099999
75,77,4,9696,0.146200001
58,88,4,7497,0.051100001
17,110,4,2189,0.06580000400000001
92,41,4,11870,0.261999995
15,94,4,1913,0.06329999900000001
98,97,4,12706,0.021600001
43,127,4,5586,0.08470000300000001
100,78,4,12947,0.303000003
10,37,4,1206,0.305000007
49,78,4,6317,0.289999992
29,87,4,3726,0.277999997
31,44,4,3943,0.0462
51,121,4,6620,0.16670000599999998
77,27,4,9906,0.07
76,102,4,9851,0.032400001
85,47,4,10966,0.27900001399999996
75,87,4,9706,0.045299999
93,21,4,11980,0.296999991
3,96,4,355,0.056699999
91,98,4,11797,0.031399999
20,83,4,2552,0.0876
83,102,4,10761,0.282999992
86,17,4,11066,0.31400001
4,14,4,403,0.26300001100000003
67,26,4,8605,0.08959999699999999
65,103,4,8422,0.287999988
76,105,4,9854,0.11159999699999999
86,114,4,11163,0.09229999800000001
52,100,4,6729,0.289000005
68,72,4,8781,0.093699999
59,76,4,7615,0.053800002
78,90,4,10099,0.282999992
13,65,4,1624,0.284000009
54,84,4,6973,0.092200004
65,72,4,8391,0.101199999
11,86,4,1385,0.0363
24,108,4,3097,0.070799999
83,55,4,10714,0.24699999399999997
64,92,4,8281,0.076099999
44,46,4,5635,0.326999992
40,106,4,5175,0.092
30,53,4,3822,0.2245
20,23,4,2492,0.050000000999999995
91,73,4,11772,0.277999997
20,110,4,2579,0.136600003
93,10,4,11969,0.07
91,13,4,11712,0.064900003
32,127,4,4156,0.0801
31,8,4,3907,0.09239999900000001
64,16,4,8205,0.059900000999999994
71,99,4,9198,0.08590000099999999
41,81,4,5280,0.294999987
36,75,4,4624,0.289999992
66,88,4,8537,0.08060000099999999
66,62,4,8511,0.11940000199999999
58,86,4,7495,0.044799998
62,128,4,8057,0.294
62,36,4,7965,0.06199999900000001
94,40,4,12129,0.282000005
96,120,4,12469,0.27000001100000004
36,120,4,4669,0.0559
41,83,4,5282,0.298000008
35,14,4,4433,0.0999
2,14,4,143,0.143099993
99,4,4,12743,0.084299996
98,47,4,12656,0.043400000999999994
93,97,4,12056,0.016000001
9,99,4,1138,0.294
5,112,4,631,0.138300002
85,54,4,10973,0.266000003
39,69,4,5008,0.307000011
63,50,4,8109,0.091700003
58,49,4,7458,0.044500001
25,47,4,3166,0.158099994
21,21,4,2620,0.034200002
34,46,4,4335,0.142800003
12,62,4,1491,0.307000011
9,8,4,1047,0.102600001
26,16,4,3265,0.103100002
26,110,4,3359,0.0955
76,49,4,9798,0.048799999000000004
47,33,4,6012,0.09650000199999999
96,77,4,12426,0.275000006
56,73,4,7222,0.031500001
53,12,4,6771,0.193900004
65,19,4,8338,0.040800001
55,110,4,7129,0.296999991
28,3,4,3512,0.308499992
